text,gpt_responses,scope3,vague,file_name,responses,scope3_new
"It is our responsibility to uphold the principles of fairness and integrity as we gather and report the news.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"ABC News journalists are expected to approach their work with rigor, to question thoroughly and skeptically, to analyze deeply, and to adhere to the standards of good journalism.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"New ABC News hires take part in standards and ethics training upon joining the Company.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"And every year, training sessions on updated standards are held for all ABC News journalists.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"ABC News is focused on research quality (e.g., thoroughness, diligence, control) and integrity.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Plagiarism and the acceptance of payments, undue gifts, or considerations are violations of ABC News standards.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Audience concerns and grievances about ABC News reporting are collected through a number of mechanisms, including email and voicemail.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Concerns are considered and, when deemed appropriate, we issue updates, clarifications, or corrections.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"ABC News editorial and management executives are responsible for monitoring the performance of the News Division, including journalism ethics.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Senior editorial executives and senior management executives are responsible for oversight of media ethics and guidelines at ABC News.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Our global tax strategy supports our commitment to high standards of corporate governance, transparency, and accountability in the execution of our global business strategy.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"Our tax strategy and its underlying principles apply to all controlled subsidiaries in The Walt Disney Company and guide the decisions we make relating to corporate tax matters.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We operate with a zero tolerance approach to tax evasion and the facilitation of tax evasion.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"ABC News received numerous prestigious industry awards in 2022, such as nine Emmy News and Documentary Awards, including Outstanding Environmental Coverage for World News Tonight with David Muir and Nightline for Madagascar: The Children of Climate Change eight Edward R. Murrow Awards across broadcast and radio, including the Excellence in Diversity, Equity, and Inclusion Award for Soul of a Nation and the Continuing Coverage Award for Climate Crisis: Saving Tomorrow eight National Association of Black Journalists’ Salute to Excellence Awards three Society of Professional Journalists Awards two Multichannel News Wonder Women Awards and one George Foster Peabody Award.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"ESPN upholds similar standards for journalistic integrity.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Additionally, ESPN’s Inclusive Content Committee strives to enhance ESPN’s storytelling by serving as a diverse resource for content creators.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"In fiscal 2022, ESPN received two Edward R. Murrow Awards for journalism and ESPN’s E:60 received its 19th Sports Emmy since 2010.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We measure year over year performance of certain metrics and include select reporting standard indexes to help our stakeholders find the information that is important to them.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We are committed to providing an annual account of our performance on corporate social responsibility topics and we appreciate feedback on our efforts and reporting.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Our assessment of priority areas of impact to our businesses and stakeholders drives the content and data in this report.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"These priorities and thereby our reporting of them are informed by various frameworks.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"These include Sustainability Accounting Standards Board (SASB), CDP (formerly the Carbon Disclosure Project), Task Force on Climate related Financial Disclosure (TCFD), United Nations Sustainable Development Goals (SDGs), and others.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"This update represents our impacts, progress, and results as they relate to social and environmental responsibility.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"Our Corporate Reporting function, which also manages Disney’s financial data and reporting, collects and validates our data.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"We take care to explain estimates or assumptions that have been used in the development of metrics, as appropriate.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Unless otherwise specified, all data and information in this CSR Report pertain to efforts in fiscal 2022, which began on October 3, 2021, and ended on October 1, 2022.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"For the most part, data refer to assets under management as of the beginning of the fiscal year.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"The terms Company, we, Disney, and our are used to refer collectively to the parent company and the subsidiaries through which business is conducted.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Disney is committed to a number of policies and practices that promote the thoughtful and ethical operation of our businesses.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Charitable Giving Guidelines Conflict Minerals Policy Human Rights Policy International Labor Standards Program Manual Involuntary Labor Policy Nutrition Guidelines Our Stories and Characters Pay Ratio Disclosure Permitted Sourcing Countries Policy Privacy Center Smoking in Movies Supply Chain Code of Conduct UK Modern Slavery Act Transparency Statement.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Anti corruption Policy Anti piracy Policy Global Tax Strategy Statement Information Security Management System Political Giving Participation in the.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Formulation of Public Policy Standards of Business Conduct.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence ""Formulation of Public Policy Standards of Business Conduct"" is not discussing any of the categories of scope 3 emissions.",no
"Total Direct Spend with Minority, Women, Disabled, U.S.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence ""Total Direct Spend with Minority, Women, Disabled, U.S."" is not discussing scope 3 emissions.",no
"Meets 85% Target green power purchases, power purchase agreements, and unbundled energy attribute certificates (EACs).
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""Purchased goods and services"".",yes
"We will have achieved our 2030 net zero emissions goal when net emissions, as defined above, equals 0.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Fiscal 2019 and fiscal 2020 data have been revised to include Twenty First Century Fox operations.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"All credits are verified by accredited third party reviewers.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Direct CO2 emissions from biogenic fuels are not included in the Scope 1 totals.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"They are as follows: FY19: 29,146 MT CO2e FY20: 16,799 MT CO2e FY21: 22,662 MT CO2e FY22: 4,890 MT CO2e.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"We define net emissions as follows: Scope 1 emissions Scope 2 emissions (market based) carbon credits.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"In many instances, these emissions calculations are based on estimated and extrapolated data and rely on third party emission factor databases and industry averages.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. However, it does not specify a particular category within scope 3.",yes
"We expect to make continuous improvements to Scope 3 estimates over time, including updates to assessments of business activities and activity boundaries, and improvements in input data and emission factors.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_DIS_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions.",yes
"At the time of publishing this report, fiscal 2019 is our most recent Scope 3 inventory, with fiscal 2022 Scope 3 footprint calculation in progress (to be reported out at a later date).
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_DIS_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. However, it does not specify a particular category of scope 3 emissions.",yes
"This method involves: collecting allocated Scope 1 and Scope 2 emissions data directly from suppliers calculating upstream emissions of goods and services from suppliers’ activity data on the amount of materials, fuel, and electricity used, as well as distance transported and waste generated from the production of goods and services, and applying appropriate emission factors and using secondary data to calculate upstream emissions wherever supplier specific data are not available.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category mentioned in the sentence is ""Upstream transportation and distribution.""",yes
"Activities identified as downstream transportation and distribution do not result in significant Scope 3 emissions for the Company.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_DIS_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category mentioned is ""downstream transportation and distribution"".",yes
"The Company does not have any activities that it characterizes as intermediate goods.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"Renewable energy consumed includes renewable fuels and renewable electricity that we produce or purchase and match with Renewable Energy Certificates (RECs) or Guarantees of Origin (GOs).
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The renewable portion of the electricity grid mix for which we do not possess RECs or GOs is not included in this calculation.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"We define zero carbon electricity as any type of electricity generation that does not generate GHGs such as solar, wind, geothermal, nuclear, and large scale hydropower.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Total waste generated includes diverted waste, waste sent to landfill, and incineration without energy recovery.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 emissions being discussed is ""Waste generated in operations.""",yes
"Incineration without energy recovery is not counted in total waste sent to landfill nor total waste diverted thus the two do not sum to total waste generated.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"Disney Cruise Line, ESPN, enterprise owned commercial and office spaces, and Pixar.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"The sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""Enterprise owned commercial and office spaces.""",no
"Excluded are all leased properties, Disney Stores and Distribution Centers, TV stations, and all construction materials.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 mentioned in the sentence is ""Excluded are all leased properties, Disney Stores and Distribution Centers, TV stations, and all construction materials.""",yes
"Water consumption from Disney Stores and leased assets are excluded.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Water data for Shanghai Disney Resort were not included in data prior to fiscal 2021.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Limited assurance of fiscal 2022 emissions will be reported out upon completion.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,The sentence does not discuss any specific category of scope 3 emissions.,no
"Donations may include, but are not limited to, estimated values for merchandise, theme park tickets, food, public service announcements (PSAs), character talent appearances, and other noncash charitable support.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Due to differences in distribution, viewership, programming, availability, pricing, marketplace demand, and other variables, PSAs are valued differently across our media platforms.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"For example, in some cases, PSAs are valued based on an average sales price for the time period.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"In other cases, the value is based on an average sponsor value across a daypart rotation.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Therefore, we do not use a single method to value PSAs.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"If the organization spends a majority of its efforts on these communities, we count the entire grant, and if the organization does not spend a majority, we count a proration of the grant.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"We rely on each organization’s self reported percentages regarding communities served.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"Data reflects courses offered through our top learning platforms: D Learn, Harvard Spark, Harvard ManageMentor, and Harvard Leading Edge.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"D Learn data represents all employees, excluding Pixar and contract workers for all years and Hulu employees prior to fiscal 2021.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Data incorporates both required and non required courses, including online courses, orientations, in person classes, and on demand content.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Participants can attend more than one course and may view online content more than once, depending on their individual needs.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Reports in prior years, this metric measured the number of scheduled classes of a unique course.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Methodology was updated to better reflect unique courses offered vs. courses consumed.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Updated methodology totals talent by show instead of business unit, providing a more accurate measurement of representation.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Excludes dailies, freelancers, contractors, casual seasonal, interns, and domestic TWDC employees not paid in the last 60 days.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Domestic counts exclude Disney Cruise Line Shipboard.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Percentages for women based on global full and part time headcount.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Percentages for People of Color include U.S. based full and part time employees only.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"People of Color includes employees who are Asian American, Black or African American, Hispanic or Latino, Native American or Alaskan Native, Native Hawaiian or Other Pacific Islander, or Two or More Races.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"In any given year, a significant number of new facilities may become authorized to produce Disney branded products, which complicates any year to year comparison.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"In fiscal 2022, the facility count shown includes approximately 2,100 beyond Tier 1 that are subject to the purview of the Disney International Labor Standards (ILS) program.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"With respect to TFCF intellectual property, as contracts are newly executed, renewed, or amended with respect to the manufacturing of products, the facilities producing such goods fall under the purview of the Disney ILS Program and are included in the facility footprint data.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Below Manager includes employees that do not meet Executive or Manager criteria.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"In fiscal 2021 and prior, TFCF Directors were included in Manager.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"Entertainment, ABC Signature (previously known as ABC Studios), Disney Branded Television, Freeform, FX, Hulu Originals, National Geographic, Onyx Collective, 20th Television, and feature films from Disney, Disney Animation, Pixar, Lucasfilm, 20th, Searchlight, and Marvel.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Data are limited to content developed by TWDC and excludes Daytime, unscripted, global content developed in region, and Star.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Data excludes contingent workers, student programs, daily employees, and seasonal employees.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 mentioned in the sentence is ""Data excludes contingent workers, student programs, daily employees, and seasonal employees.""",yes
"Employees that did not disclose gender information or disclosed they are Non binary Third Gender are included in the Men metric.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Employees that did not disclose ethnicity information are included in the White metric.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Data are not available for fiscal 2019. primary resource for identifying and comparing areas of risk and determining where to focus our monitoring resources and requirements.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Please refer to our Permitted Sourcing Countries Policy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"All Code of Conduct violations identified in active facilities as the result of audits or assessments must be corrected or remediated within the time periods and in the manner established by the Disney ILS Program as a condition of continued use of the facility for the production of Disney branded products.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The Task Force on Climate related Financial Disclosures (TCFD) developed a voluntary framework for companies to provide climate related information to stakeholders.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"In line with TCFD’s recommendations, each year we publicly disclose our climate related information primarily through our CDP Climate Change survey response.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,The sentence is not discussing any specific category of scope 3 emissions.,no
"In the following index, we provide a mapping of TCFD’s disclosure recommendations to our CDP responses to make clear where to find comparable information regarding how we approach and manage climate risks and opportunities.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"The Walt Disney Company is committed to taking meaningful and measurable action to support a cleaner, safer, and healthier planet for future generations as we operate and grow our businesses.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"In addition to our annual response to CDP’s Climate Change survey, in late 2020 and late 2022 we launched ambitious goals to continue making progress in addressing our environmental impacts, and in 2021 the Board delegated oversight of environmental, social, and governance programs and reporting to the Governance and Nominating Committee, including with respect to environmental and sustainability policies and initiatives.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"For a full description of our goals, read our 2030 Environmental Goals White Paper.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"The Sustainability Accounting Standards Board (SASB) Standards, now part of the International Financial Reporting Standards (IFRS) Foundation, is a set of standards to guide the disclosure of sustainability information by companies to their investors.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The following index maps our disclosures to certain SASB indicators.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Given our broad array of businesses that span multiple industries around the globe, we have focused this year’s reporting on the recommended indicators for the Media Entertainment and Internet Media Services industries.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Where relevant, we also highlight select information relevant to the Leisure Facilities, Hotels Lodging, Restaurants, Cruise Lines, Apparel, Accessories, and Footwear, and Toys Sporting Goods industries.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"As our businesses continue to grow and evolve, we expect to advance and refine our disclosures over time.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,The sentence is not discussing any specific category of scope 3 emissions.,no
"Metrics and disclosures are reported on an enterprise wide level, unless otherwise indicated.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Fiscal 2022 Data Table Data Table Footnotes, pp. 81, 87, 88.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category mentioned in the sentence is ""Fuel and energy-related activities (not included in scope 1 or 2)"".",yes
"Priority nonconformance rate was 9% Priority nonconformance rate is defined as the percentage of audits with findings where facilities failed to meet TWDC Minimum.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Corrective action rate was 94% See ILS Program Manual for more information about expectations and timelines for corrective action.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We understand that supply chain assessments may not fully capture some underreported issues, including such issues as sexual harassment, forced labor, and interference with freedom of association.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We continue to explore additional methods for gaining such visibility.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"Our supply chain policy commitments are described in our ILS Program Manual, Human Rights Policy, Conflict Minerals Policy, California Transparency in Supply Chains Act, UK Modern Slavery Act, and Paper Sourcing and Use Policy.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""Supply chain policy commitments.""",yes
"World of Belonging, pp. 15 20, 28 Fiscal 2022 Data Table Data Table Footnotes, pp. 84, 85, 88 Standards of Business Conduct, p. 10 Reimagine Tomorrow digital destination.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"PEOPLE Our people, at all levels, should reflect the life experiences of our audiences.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"This is reflected across all staffing levels, correspondents, executives, managers, producers, writers, editors, and junior staff.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,The sentence is not discussing any specific category of scope 3 emissions.,no
"CONTENT Our work is relevant to a rapidly diversifying audience.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"This is reflected in the growth of content and story coverage that focuses on the experiences and interests of diverse audiences at the intersection of race, politics, culture, and lifestyle.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"CULTURE Our environment promotes curiosity, innovation, and ideas from everyone.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"This is reflected in a number of initiatives, including the News Division wide Everyday Inclusion program, relevant employee committees, and frequent Diversity Inclusion workshops and discussions programmed throughout the year.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
