text,gpt_responses,scope3,vague
"Disney is committed to taking meaningful and measurable action to support a healthier planet for future generations as we operate and grow our businesses.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are focused on putting possibility into practice and inspiring optimism for a brighter, cleaner, and healthier future a unified commitment we call Disney Planet Possible.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our commitment to environmental sustainability goes back to our founding nearly 100 years ago.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As Walt Disney himself said, Conservation isn’t just the business of a few people, it’s a matter that concerns all of us.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our environmental commitments, summarized in this report and detailed in our 2030 Environmental Goals White Paper, represent some of the ways we are focused on helping to build on that legacy for communities around the globe, generation after generation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In December 2020 and December 2022, we established a set of environmental goals that aim to reduce greenhouse gas (GHG) emissions help protect local watersheds minimize waste create products and packaging with environmentally preferable materials and design and construct our buildings and attractions sustainably.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We are a member of several initiatives and organizations, which we engage with regularly to support actions consistent with the Paris Climate Agreement and other environmental, climate, and conservation ambitions.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Association of Zoos and Aquariums Business Alliance to Scale Climate Solutions Business Roundtable Ceres Company Network Clean Energy Buyers Association Climate Solutions working group Conservation Measures Partnership Cruise Lines International Association International Union for Conservation of Nature Sustainable Apparel Coalition Sustainable Aviation Buyers Alliance Sustainable Production Alliance Textile Exchange The Chamber of Commerce Climate Task Force The World Resources Institute’s Corporate Consultative Group and Aqueduct Alliance.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"U.S. Green Building Council World Association of Zoos and Aquariums.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"World in BalanceOur ApproachIntroductionWorld of HopeInvesting in Our PeopleOperating ResponsiblyData Reporting FrameworksTable of ContentsWorld of Belonging In alignment with our net zero emissions goal set in 2020, as well as the Paris Climate Agreement, we announced in December 2022 that we are setting a science based target for all our emissions Scopes 1 and 2 in our direct operations, as well as Scope 3 in our broader value chain.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"We plan to submit this target to the Science Based Targets initiative (SBTi) for assessment.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Like most companies setting aspirational Scope 3 targets, these are challenging goals, and success depends on several external factors, including actions by our suppliers to reduce their emissions, global economy wide transitions to cleaner fuels, availability of economically feasible solutions at scale, and consumer behavioral changes.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Industry collaboration is key to addressing some of these challenges.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"See previous page for some of the organizations we engage with regularly.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Scope 2 emissions (market based) include emission reductions attributed to utility green power purchases, power purchase agreements, and unbundled energy attribute certificates (EACs).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Our approach to carbon credits can be found in our Natural Climate Solutions White Paper.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We will have achieved our 2030 net zero emissions goal when net emissions as defined above equals 0.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We are working to reduce our emissions by identifying ways to improve efficiency, reduce energy use, and use alternative low carbon fuels.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Our film and television productions are working to reduce emissions by replacing the diesel generators traditionally used to power sets and instead tying into the grid while on location or using battery electric, hybrid (diesel plus battery), and green hydrogen fuel cell generators.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"For example, in 2022, battery electric generators, which were recharged by solar panels, provided power for several weeks while filming on a beach, and grid ties replaced diesel generators on backlots in London, Vancouver, and Los Angeles.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"We continue to make energy efficient upgrades at our theme parks and resorts.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"For example, Shanghai Disney Resort installed a new water pump in the Pirates of the Caribbean attraction and added timing controls to outdoor fountains.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Together, we expect to see approximately 830,000 kilowatt hours in electricity savings annually.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"And Hong Kong Disneyland completed the installation of smart air conditioner occupancy sensors in guest rooms.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This energy saving feature is now in use in all three hotels.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The Disney Wish set sail in fiscal 2022 and was designed to be among the most energy efficient cruise ships on the water.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The Disney Wish was primarily powered by liquified natural gas in fiscal 2022, which, when compared to traditional diesel or marine fuel, significantly reduces several emissions and pollutants.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We also invest in high quality, verified, and rigorously vetted natural climate solutions that generate meaningful carbon reductions as well as positive social and economic impacts.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These projects help us address emissions from our direct operations that we cannot avoid.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"For example, our investment with Proyecto Mirador provides fuel efficient, wood burning cookstoves to families in rural Honduras and Guatemala.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Disney is committed to purchasing or producing 100% zero carbon electricity for all direct operations globally by 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We continue to research, invest in, and develop renewable electricity projects across our global portfolio.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"As of fiscal 2022, we have commissioned or announced more than 200 megawatts of solar capacity.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In collaboration with the utility serving Walt Disney World Resort, two 75 megawatt solar facilities are expected to come online and are projected to bring the Resort’s renewable energy consumption up to nearly 40% of its annual total power use.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Disneyland Paris is continuing the construction of approximately 50 acres of solar canopies, which will provide shade and shelter to more than 11,000 parking spaces and are estimated to generate approximately 36 gigawatt hours of electricity once fully operational.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Hong Kong Disneyland has embarked on the next phase of one of the largest solar panel sites in Hong Kong, installed at 21 different attractions and buildings.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Select operations subscribe to high credibility green power programs that advance the decarbonization of Disney and our local communities.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"For example, Pixar is subscribed to 100% renewable electricity through East Bay Community Energy.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Mickey shaped solar facility (located near EPCOT), which provides power to Walt Disney World Resort, was built in collaboration with Reedy Creek Improvement District and Duke Energy.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney recognizes that water is essential for ecosystems and vital for communities and our operations around the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Water is a shared resource, and we know that the Company’s operations have an impact on local watershed conditions as well as on the health of our oceans.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In keeping with the latest data and standards, our strategy reflects that water is a highly local issue, with individualized considerations in each geography.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"In 2022, we continued to implement site specific water conservation strategies at our theme parks and resorts.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"For example, we are using artificial turf and are implementing a sophisticated irrigation control system at Disneyland Resort as part of drought fighting efforts.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"And Disneyland Paris is in the process of retrofitting the showerheads in two hotels with new LED lit technology heads that allow guests to adjust their use to help conserve water.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The turbine powered LED lights change color based on the amount of water used, moving from blue to green, yellow, and eventually red when water use exceeds a certain volume.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In a pilot, the new showerheads reduced water use by an average of 22% per room.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We are identifying critical regional water issues and are continuing to collaborate with local stakeholders, such as industry and nonprofit organizations, to safeguard the overall health of watersheds as a multi use sustainable resource.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"For example, we support WWF Hong Kong’s project to foster innovative approaches, such as the use of water buffalo, to conserve wetlands in the Shui Hau watershed and increase water security for local people and wildlife.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We also support The Nature Conservancy’s work in central Florida, including efforts to address growing freshwater demands, enhance water quality, improve water supply, and reduce flood risks through green stormwater infrastructure.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Responsible selection and sourcing of seafood is important to our business, to the livelihoods of the fishing industry worldwide, and to the health of the planet for future generations.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In fiscal 2022, our U.S. parks, resorts, and cruise line sourced nearly 100% sustainable seafood.10 Fisheries are periodically evaluated for sustainability, and ratings for specific species do sometimes fluctuate.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This affects our ability to source consistently to our ambitious 100% target.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Nonetheless, our commitment to our 100% sustainably sourced seafood goal remains, and we continue to collaborate with the Sustainable Fisheries Partnership in their work across the supply chain to improve fishing and aquaculture and advance sustainable seafood production.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The breakdown of sustainable seafood in fiscal 2022 was: 6% Best Choice, 73% Eco certified, 11% Good Alternative, 1% Avoid, 9% Fishery Improvement Projects (FIP), and 1% Unrated.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"World in BalanceOur ApproachIntroductionWorld of HopeInvesting in Our PeopleOperating ResponsiblyData Reporting FrameworksTable of ContentsWorld of Belonging The growing amount of waste produced today poses a threat to our environment and ecosystems, and to communities around the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our long term waste management plan includes permanently reducing waste on our properties, including food waste reusing products and materials being deliberate about material sourcing maximizing recycling reducing single use and other plastics and focusing on education efforts with our guests and employees.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Our parks, hotels, and cruise businesses are integrating recycled content fiber into their cast and crew member costumes.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For example, costumes and set pieces in The Little Mermaid theatrical production aboard the Disney Wish ship are made from recycled plastic, with more than 50% of the fabric used in the production made from recycled materials.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The fabrics were also uniquely dyed using a waterless printing method, saving water compared to traditional dyeing processes.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Back on land, the cast members at the newly opened Guardians of the Galaxy: Cosmic Rewind attraction at EPCOT are donning uniforms designed and created from sustainable features 70% of each uniform’s base fabric is made from recycled content.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Marvel Studios’ Moon Knight series created a pop up waste garden where recyclables and other waste were collected and sorted by a local company that provides training and jobs to people transitioning out of homelessness.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"At the studio where Moon Knight was filmed, we plan to set up waste gardens for future films.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In addition, Prom Pact, a Disney Original movie, introduced refillable water stations, saving the equivalent of more than 40,000 single use plastic bottles of water during production.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"As we evolve our COVID 19 health and safety practices in line with local, regional, and federal guidelines, eliminating single use plastic water bottles through refillable water stations will once again be a focus for our studios.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Costumes and set pieces in The Little Mermaid theatrical production aboard the Disney Wish ship are made from recycled materials.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our approach to reducing food waste begins with menu planning to predict how many meals we will serve in a given day in order to prevent food waste before it begins.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"When there is unused food, we donate it to support local communities whenever feasible.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We also utilize composting and biodigestion, and convert food waste into animal feed where possible.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"For instance, we have composting pilots at several restaurants, and Vero Beach Resort and Castaway Cay have installed biodigesters to manage inedible food waste.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We are committed to reducing single use plastics in our parks and resorts, and eliminating single use plastics on our cruise ships.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"For example, in fiscal 2022, Hong Kong Disneyland replaced plastic, disposable food service ware items, including to go containers and cutlery, with wood alternatives and reusable melamine.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Disney Cruise Line has been working to eliminate single use plastic categories and intends to be free of single use plastics by 2025.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Examples include introducing alternatives to plastic merchandise bags and guest laundry bags, disposable cutlery, cold beverage lids, and even plastic drink garnish sticks.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In addition, to encourage the use of reusable water bottles, refill stations have been installed on all ships and Castaway Cay.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"As we explore options for the responsible disposal of glass from Walt Disney World Resort, we are piloting the use of a machine that pulverizes glass into gravel and sand like pieces.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This material can be used across the property in areas such as roadbeds, golf course bunkers, filtration systems, sandbags, and drainage.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"World in BalanceOur ApproachIntroductionWorld of HopeInvesting in Our PeopleOperating ResponsiblyData Reporting FrameworksTable of ContentsWorld of Belonging Limited edition tote bags, duffel bags, briefcases, and pouches were made from a recycled tarp that previously covered Sleeping Beauty Castle.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"To reduce environmental impacts across our consumer products portfolio, we identified a set of materials that are consistently used in high volumes and or are known to have significant environmental impacts associated with their production and or use.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Such materials include paper, wood, and palm oil from forest products, as well as textiles and plastics.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our materials goals focus on reducing the environmental impacts of these materials while also helping our manufacturing network to become cleaner and safer as a whole.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Our cross functional consumer products task force works to advance our materials goals and produce comprehensive training resources to help our global teams and external collaborators understand how to help achieve our 2030 goals.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"To measure progress on our goals, we are building new tracking systems that will allow us to report on select quantitative measures.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"In the interim, we will continue to provide qualitative updates on our progress.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Disneyland Paris offered guests limited edition tote bags, duffel bags, briefcases, and pouches for purchase, which were made from a recycled tarp that previously covered Sleeping Beauty Castle during renovation work.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney worked with a French based SMB (small to medium sized business) that specializes in the upcycling of materials to create these unique goods.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Designing, building, and operating to avoid or reduce emissions, water, and waste have been core parts of Disney’s sustainable design strategy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For new projects, we are integrating sustainability throughout the design process, promoting a culture of continuous improvement, and exploring innovative solutions.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"In collaboration with our various design teams across Disney, and leveraging the creative expertise of our Disney Imagineers, we follow a rigorous set of internal Sustainable Design Standards aligned with our 2030 goals.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This work is critical to helping us achieve our emissions goals since our built environment, ranging from theme parks to offices, accounts for the majority of our Scope 1 and 2 emissions.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Our approach to sustainable design also helps contribute to cleaner air, more efficient use of water, and less waste for the communities in which we operate.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"One example from our Disney Parks, Experiences and Products segment (DPEP) is Lighthouse Point in The Bahamas the newest addition to Disney Cruise Line’s island destinations expected to welcome visitors in 2024.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Only 16% of the site will be developed and much of it for low density uses like the placement of beach chairs and umbrellas.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The areas that will be developed will incorporate numerous design features to reduce environmental impacts, such as elevated walkways and structures to reduce disturbing the land.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We are also designing to support zero waste to landfill as we explore innovative waste sorting and disposal technologies.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We expect 90% of the energy demand to be met from renewable sources when it opens and for the site to be fully powered by renewable energy by 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In addition, we are developing a multi faceted program to educate employees, vendors, and guests about the role they play in protecting the site.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Concept art for Disney’s Lighthouse Point in The Bahamas.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney is working closely with Bahamian artists and advisors to create a destination that represents the natural beauty and rich culture of The Bahamas.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Through National Geographic, Disneynature, and our other content platforms, Disney enjoys a rich and growing library of programming that connects audiences with the wonders of our natural world and inspires action to create a cleaner, safer, and healthier planet.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2022, our broad portfolio of nature focused stories included Disneynature’s Polar Bear and National Geographic’s Explorer: The Last Tepui, Secrets of the Whales, and The Biggest Little Farm: The Return.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The Environmental Media Association (EMA) Awards honor films and shows that increase public awareness of climate change, sustainability, and other environ mental topics in their storylines.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2022, we won two EMA Awards and received 58 Green Seals and 38 Gold Seals from EMA recognizing our efforts to reduce the environmental impact of production.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"National Geographic has been actively caring about our planet for well over a century.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Today, National Geographic Partners a joint venture between The Walt Disney Company and nonprofit National Geographic Society continues this legacy.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We return 27% of the net proceeds from our National Geographic lines of business to fund conservation, education, and sustainability projects.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"National Geographic Partners aims to unite, inspire, and support the global travel community, with the brightest and best minds in scientific, travel, and cultural exploration, sharing groundbreaking, highly visual storytelling.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We have a strong track record of protecting wildlife.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For example, with the release of Disneynature’s Polar Bear in 2022, the Disney Conservation Fund (DCF) is supporting polar bear conservation with nonprofit organization Polar Bears International.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Disney’s grant will support research of promising aerial radar detection to identify hidden polar bear dens and help protect mothers and cubs help to reduce possible human bear conflicts to keep both bears and people safe in the Arctic and aid the preservation of polar bears’ habitats.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In fiscal 2022, the unit highlighted people and organizations making an impact in Hidden Climate Heroes and took an in depth look at the causes and risks of climate change in a monthlong series, Climate Crisis: Saving Tomorrow.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The unit also teamed up with Teen Vogue to explore teenagers’ growing concerns about climate change and the effects on their mental health.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Earth Month kicked off with a conversation between DPEP Chairman Josh D’Amaro and the legendary ethnologist and conservationist Dr. Jane Goodall.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"DCF made a gift to support the work of Dr. Goodall’s Roots Shoots, a program that supports young people working to effect positive change for the planet, starting in their local communities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"National Geographic India launched the year round One for Change effort on Earth Day to spotlight change makers across India working to restore and preserve the environment.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"And National Geographic Latin America released a new edition of its Lo Que Haces Cuenta ( What You Do Counts ) campaign during Climate Change Day.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"World in BalanceOur ApproachIntroductionWorld of HopeInvesting in Our PeopleOperating ResponsiblyData Reporting FrameworksTable of ContentsWorld of Belonging The Disney Conservation Fund supported Arizona State University’s efforts to work with Baja fisher communities to reduce the accidental catch of endangered sea turtles, sharks, and rays.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The Disney Conservation Fund was created more than 25 years ago to build on Walt Disney’s legacy of saving wildlife, inspiring action, and helping to protect the planet.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"DCF philanthropic grants have helped bring wildlife like California condors, green sea turtles, and Atala butterflies back from the brink of extinction plant millions of trees in critical forests remove tons of debris from the ocean advance conservation education for youth and more.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney Conservation Fund has invested more than 120 million, along with the expertise of dedicated teams, in community led biodiversity conservation efforts since 1995 to help protect more than 1,000 species of wildlife and safeguard more than 315 million acres of habitat an area equal to more than 10,000 Walt Disney World Resorts.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In fiscal 2022, the DCF made nearly 6.7 million in grants, supporting more than 60 nonprofit organizations working across 32 countries.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The DCF also honored 20 Disney Conservation Heroes an award recognizing Indigenous and local people dedicated to promoting a world where people, plants, and animals all have a thriving place to call home.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney Conservation Team Wildlife includes cast members working to inspire conservation actions and collaborating globally to share expertise and drive programs to positively impact wildlife and habitats.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"At Walt Disney World Resort, Team Wildlife monitors species diversity in our 8,000 acre Wildlife Management Conservation Area to support statewide efforts to help preserve and connect key habitats.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Nearby at the headwaters of the Everglades, we have also supported protection and restoration efforts at The Nature Conservancy’s Disney Wilderness Preserve.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The preserve spans 11,500 acres of restored wetland and upland habitats and is home to many native plants and animals, including threatened and endangered species like gopher tortoises and red cockaded woodpeckers.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We continue to collaborate with a diverse group of coral reef management and conservation leaders to bring hope to the largest coral reef in the continental United States, the Florida Reef Tract.14 Disney Conservation Team Wildlife has provided leadership and expertise to support the Orlando based Florida Coral Rescue Center.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This state of the art facility was established for gene banking and care of Florida corals rescued from reefs not yet affected by Stony Coral Tissue Loss Disease, which has put 22 coral species at risk of extinction.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The center is the largest facility of its kind in the United States and is part of a national network coordinated by the Association of Zoos and Aquariums to support breeding programs and efforts to return coral back to the ocean.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In April 2022, the first reported spawning of rough cactus coral in human care took place at the Center.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our Disney team based in India began supporting Wildlife SOS’s efforts in 2021 and continued support throughout 2022 to rescue and rehabilitate elephants illegally taken from the wild.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"To date, more than 40 elephants have been given care and medical treatment at Wildlife SOS’s Elephant Hospital and Elephant Conservation and Care Centre, established in 2010 and the first center of its kind in northern India.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"As part of the 5 million we have invested since 1995 to help sea turtle conservation efforts globally, in 2022, the DCF supported a new mentorship and career training program hosted by the Sea Turtle Conservancy to spark passion for sea turtle conservation among central Florida youth from diverse and underserved communities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Students attended the 2022 Tour de Turtles event at Disney’s Vero Beach Resort, an annual event that helps researchers, conservationists, and government agencies gather satellite transmitter data from migrating sea turtles to make more informed decisions about conservation methods and policies.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In fiscal 2022, our sea turtle efforts reached an important milestone: Disney Conservation Team Wildlife celebrated 1.5 million sea turtles hatched from nests monitored by our team at Disney’s Vero Beach Resort since 2003.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney’s Animals, Science and Environment team leads the Company’s efforts to care for animals and the environment, connect people to nature, and conserve our natural resources.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"At Disney’s Animal Kingdom Theme Park, we celebrated the birth of the 13th white rhino born at Walt Disney World Resort an important milestone made possible by the dedication and care of Disney scientists, veterinarians, and keepers.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Each birth has been part of the Species Survival Plan for white rhinos, overseen by the Association of Zoos and Aquariums to help promote responsible breeding of endangered species in managed care.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"These rhinos help us learn more about this near threatened species, share learnings with other institutions, and offer guests an opportunity to connect with incredible animals in person.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disney’s Animal Kingdom celebrated the birth of the 13th white rhino born at Walt Disney World Resort.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In December 2021, Disney’s Animal Kingdom celebrated the 41st birthday of Gino, the oldest western lowland gorilla at Walt Disney World Resort.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Gino is a favorite of many guests and something of an icon in the zoological community.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Due to the trusted relationship he has developed with Disney’s animal care team and his laid back attitude, Gino has helped his keepers develop important techniques to care for gorillas in managed settings that have been modeled by other zoological institutions.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"He is one of the first gorillas in the world to allow his caretakers to perform cardiac ultrasounds without anesthesia, an important step in the advancement of care for his species, and more broadly for animal care and gorilla conservation globally.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We are committed to bringing joy, comfort, and peace of mind to our communities and inspiring hope, especially for children.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Having a positive impact on the world as we grow our businesses has been a part of our Company since its founding.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We place particular focus on areas where we are uniquely positioned to make a meaningful, measurable impact.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Through our support of children’s hospitals and wish granting, as well as the contributions of thousands of passionate employee volunteers around the world, we deliver joy when it’s needed most.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"At Walt Disney Imagineering, we make the impossible possible.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We combine innovation and storytelling to bring Disney stories, characters, and worlds to life.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Helping to reimagine the patient experience in children’s hospitals to include Disney magic has delivered joy when it’s needed most to so many kids and families all over the world one of the most rewarding experiences of my career.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Since Walt Disney himself first brought animators to visit hospitalized children, Disney stories have uplifted young people facing serious illness.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In 2018, Disney announced a global commitment of 100 million to help reimagine the patient experience and deliver joy when it’s needed most.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Since setting our commitment, and despite pandemic related delays, by the end of fiscal 2022, we had directed more than 75 million to our hospital initiative.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We bring the positive power of Disney stories and characters to children in more than 700 children’s hospitals and pediatric places of care around the world.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In fiscal 2022, we expanded our hospital installations globally, while continuing to provide new Disney themed Starlight Hospital Wear and products, Disney Movie Moments, and Disney access.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney’s efforts in fiscal 2022 included transforming hospital spaces with imaginative installations like interactive murals, digital displays, and play spaces to ease the fear and anxiety of a hospital stay and bring comfort to patients and their families.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our children’s hospital concepts and experiences expanded to hospitals in several U.S. states, Singapore, Japan, India, and eight countries across the Europe, Middle East Africa (EMEA) region.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
