text,gpt_responses,scope3,vague
"Watersheds Similarly, we undertook a comprehensive process to identify priority watersheds across our system.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"These include our Leadership Locations and sourcing regions for global priority ingredients, their water sources, where we source global watersheds and communities. priority ingredients, key growth markets and priority communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Communities We also began mapping priority communities, concentrate plants and bottling facilities) and based on their lack of access to water, sanitation mapped the minor river basins and sourcing and hygiene (WASH) and resilience to water basins of these facilities.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Vulnerability Assessments our site level, internal proprietary tool. or in rural farming communities where we source ingredients.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"ADVANCED EFFICIENCY LOCATIONS: System facility locations in a water stressed context that will drive advanced water efficiency improvements in operations.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"CONTRIBUTING LOCATIONS: System facility locations in areas with low water related risks.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Water Resource Sustainability Standard, achieving industry benchmark water efficiency and 100% compliance with wastewater discharge standards. a framework of prioritization and a deeper understanding of risks, which will help us develop holistic, integrated and context based approaches to help increase water security where it matters the most in our business, operations and supply chains.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Regenerative water use means facilities must reduce, reuse, recycle and replenish the water used in operations in the local correlated watersheds for beneficial social, economic and or environmental uses by other stakeholders and nature.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"By mapping and overlaying our priority facilities, market growth regions.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"In T rkiye, we identified an operating facility located in a water stressed area as a priority facility (Leadership Location) in the city of Bursa in the north west of the country.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The facility is owned and operated by our bottling partner Coca Cola ecek.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Further, we identified the Bursa Balikesir watershed as a priority because it not only serves as a water source for our facility but also because it supports the growing of apples, peaches and nectarines that we source as ingredients in our products.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The watershed faces high levels of water scarcity and pollution of water sources from local industries, including textiles and agriculture (e.g., use of insecticides).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Water Resource Sustainability Standard compliance process and working with a third party consultancy to screen options for improving water efficiency in our operations.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Lake Manyas interventions that are relevant to the local context.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"See the Sustainable Agriculture section for more details on how we are supporting farmers to improve water management in growing our ingredients in this region.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This may lead to changes in the prioritized facilities, watersheds and communities.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"All our production operations will continue to implement the Coca Cola system’s Water Resource Sustainability Standard. operational costs associated with water use.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Better understanding of these costs will help strengthen decision making and the business case for investment in initiatives that respond to local challenges.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The purpose of this standard is to identify and reduce water quality and quantity related challenges for our operations.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In the development of new plants, we leverage our Sustainability by Design Tool to ensure that water efficient processes are implemented and that we achieve best in class water efficiency.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We have set an ambitious target to reduce our water use ratio by 20% by 2030 from a 2015 baseline for all operations across the system.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Cost of Water We have partnered with denkstatt to develop a Cost of Water tool for our teams.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Valuing Impact and a number of peer companies to better understand how projects returning water to communities and nature help create societal value.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We have a goal to achieve 100% regenerative water use in all our 175 Leadership Locations globally by 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We have continued to improve the efficiency of our water use.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Valuing Water Finance Initiative to drive investor leadership on valuing water and to broaden investors’ perspective on the role that water plays in many industries’ value chains.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Within our 18 concentrate production plants, which produce the concentrates used to make many of our sparkling beverages, the company has committed to driving water efficiency improvements.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2022, we achieved a 7% average water efficiency improvement across all our concentrate plants compared to a 2015 baseline.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"As an example, in 2022, one of our concentrate plants in Ireland reduced its water consumption by more than 13,000 cubic meters compared to the previous year by implementing circular washing in its clean in place process.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"A monitor to improve mindset in our local team is also key to achieving and sustaining this level of performance.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Stewardship (AWS), we are proud to be a part of a global movement to advance good water stewardship practices.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"AWS certification confirms that the highest global standard for responsible water stewardship has been met in support of social, cultural, environmental and economic benefits at both the site and catchment level.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We plan to certify all our 18 concentrate production sites against the latest AWS Standard by 2025.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"It was identified as a priority watershed because it supplies water to a manufacturing facility owned by our bottling partner Corporaci n del Fuerte, which is a Leadership Location.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"In addition, the watershed includes orchards from which the system sources apples.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The agricultural sector and the city of Cuauht moc are major water users.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The watershed is forecasted to face increasing water quality and quantity challenges in the coming years due to population growth and rising temperatures.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Coca Cola Mexico, our projects in this watershed have helped to improve rural communities’ access to water, mainly through rainwater harvesting systems and check dams.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The watershed stewardship plan completed in 2022 helped identify key context specific interventions to consider for future projects including, reforestation, rainwater harvesting, dams, plant nurseries, conservation of springs and community access to WASH, as well as the need to strengthen local partnerships.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"These plans will also help us to track improvements in watershed health and co benefits of projects (e.g., enhanced biodiversity and carbon sequestration).
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"One project currently in the pipeline is working with an agri tech partner, Kilimo, to help local farmers save water by adopting technology enabled irrigation management tools.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Developing watershed stewardship plans at the catchment scale is critical to helping water users in a particular region identify and address the drivers of water risk.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Working with partners to implement solutions, stakeholders can take an effective science based approach to improve water resilience for both people and nature.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Protecting watersheds and recognizing the unique challenges and characteristics of water sources around the world has long been a focus of our work.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Watersheds supply water for drinking, agriculture and manufacturing provide habitat for plants and animals and offer opportunities for recreation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Based on our 2030 Water Security Strategy, we are placing even greater emphasis on the holistic improvement of watershed health.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We set a goal to improve watershed health in 60 watersheds identified as most critical for our operations and agricultural supply chain by 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Producing the ingredients used in our beverages accounts for an estimated 92% of our total blue water1 footprint, which is the volume of surface water and groundwater consumed in producing our finished products (evaporated or embedded in the product).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"That’s why, in 2022, we expanded our analysis and prioritization to include watersheds that support our priority ingredient sourcing, in addition to our operating facilities and those necessary for key market growth.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The Coca Cola Foundation and the Coca Cola system have a long history of watershed projects.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These projects include support for nature based solutions such as reforestation, wetland and meadow restoration, as well as irrigation system improvements, invasive species removal and check dam construction.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Many of the projects work in agricultural contexts to improve availability of water for irrigation and more efficiently use water in agriculture.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We adopt a human rights based approach to water and communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We recognize the connection between our social license to operate and functional, resilient water infrastructure.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Insufficient access to water, sanitation and hygiene (WASH) infrastructure and poor water quality are key challenges faced by communities around the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These challenges are being exacerbated by population growth, climate change, political conflict and forced migration.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Foundation and many nonprofits, governments, customers and other partners.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We are updating our reporting methodology for our community water programming data to align with our 2030 Water Security Strategy and upcoming external frameworks, and we will apply it to future data reporting when ready.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"In 2022, our operating units began the identification of priority communities based on communities’ access to WASH and or their resilience to the impacts of climate change (e.g., floods and droughts).
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Improving access to safe drinking water, sanitation and hygiene.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Enabling adaptation to water related climate change impacts.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The Co Benefits of WASH Access We’re working with WASH4Work, an initiative hosted by the CEO Water Mandate, to develop a standardized methodology of accounting for the co benefits of WASH projects (e.g., health, income, nutrition, safety and security, and education) and strengthen the business case for investments in WASH programs.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"WASH programs because we know that women and girls suffer disproportionately from poor access to clean water, sanitation and hygiene.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In Latin America and the Caribbean, 25% of the population lack access to safely managed drinking water services.1 Climate change, urbanization, accelerated water usage, and inadequate infrastructure are among the leading causes.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Global Environment Technology Foundation (GETF) and local civil society organizations, designed and launched a platform called Aliados por el Agua (Aliados) to help improve access to water, sanitation and hygiene (WASH) for 2 million people across 18 countries by 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This Ripple Effect study found funding from The Coca Cola Foundation.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The research established that of women who utilized time savings for economic activities, 91% saw an increase in income.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"With our partners and support from The Coca Cola Foundation, we are piloting the framework across families and communities. four projects in Mexico, Bolivia and Brazil to empower women through water related programming.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Diageo, practical guidance to help companies and their implementing partners turn strategic commitments on community WASH and gender equality into integrated projects that result in better, more sustainable outcomes which are critical parts of the pathway to gender equality and women’s empowerment.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"WASH, improve watershed health and empower women through water based activities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2022 the Company scored an A on Water, which indicates a strong water security strategy and best in class governance, including tying executive compensation to our water replenish targets.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The shared nature of water resources requires collective action to help solve water challenges.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"CEO Water Mandate, a partnership between the UN Global Compact and the Pacific Institute.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The Water Resilience Coalition, an initiative of the CEO Water Mandate.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"WASH4Work, an initiative hosted by the CEO Water Mandate.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Recognizing that nature itself often offers the best mechanisms for restoring watershed health, the company, The Coca Cola Foundation and our bottling partners invest in nature based solutions (NBS), such as forest protection and floodplain management, which build on natural processes to manage water systems.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Through our work, we have learned that NBS projects often have multiple co benefits, such as better water quality, carbon sequestration, increased climate resilience, and enhanced richness and variety of life of natural habitats (biodiversity).
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We worked with denkstatt to develop a methodology to help us quantify and test the co benefits of NBS projects.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2022, we partnered with the CEO Water Mandate, denkstatt and others to help build the business case for NBS by developing a standardized methodology to measure benefit accrual and a means to value social return on investment.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The methodology has been tested across several of our water replenishment projects in key geographies.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Our aim is to support public, private and non profit sectors in developing effective policies and programs to incentivize greater implementation of and investment in NBS because water is at the nexus of many goals, including protecting habitats, increasing biodiversity, sequestering carbon and promoting community resilience in the face of changing weather patterns.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We share resources to increase all our efforts and to generate a bigger impact.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Metro Manila, the second most populous region of the country.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Forest cover within the watershed has dramatically dropped from 85% to just 40% in recent years1 due to illegal logging and unsustainable forest practices, which has resulted in a reduction in the natural water storage capacity of the basin.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Malnutrition is also a pervasive challenge in local communities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Since 2016, The Coca Cola Foundation and Coca Cola Foundation Philippines have worked in partnership with WWF Philippines to protect rainforests of the area, replant trees and provide livelihood opportunities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The project has reforested 165 hectares of degraded land in the watershed and supported local communities to start household gardens to grow food.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2022 the project was assessed using the NBS valuation methodology.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"WATER QUANTITY: The replenishment of approximately 400 million liters of water per year due to decreased runoff and improved water access for local communities.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"CARBON SEQUESTRATION: Approximately 2,500 metric tons of CO2e per year from reforestation.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"FOOD SUPPLY: Household gardens helped to tackle food insecurity and some of the trees planted have edible fruits (e.g., rambutan, coffee).
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In 2022, fairlife became our first ever of packages.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Ever evolving consumer tastes and preferences help steer our business strategy and shape the lineup of beverages we bring to market.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We take a disciplined approach to product innovation and portfolio management, ensuring we develop and deliver preferred, great tasting beverages for all occasions and lifestyles.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"This includes offering drinks with reduced added sugar and more brands with nutrition and wellness benefits providing small package options and clear nutrition information on packaging and in our communications and marketing our drinks responsibly.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"United States and Canada has focused on innovation and providing consumers with high quality nutrition through a growing portfolio of value added dairy products, including ultra filtered, lactose free milks protein shakes and sports recovery drinks.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"SECTION SCOPE: In this section our Portfolio work refers to actions by the company as well as our owned and independent bottling partners and our independent suppliers and partners.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"We support more than 50 calorie and sugar reduction pledges globally, in collaboration with industry peers.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In 2022, we joined an updated industry wide pledge in Australia to reduce the sugar content in our portfolio by 25% by 2025.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In Kazakhstan, we are among nine members of the national beverage association to sign an industry pledge to reduce average added sugar in our drinks by 10% by the end of 2026.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Drink Industry Associations of T rkiye to reduce sugar in nonalcoholic beverages and certain food categories by 10% by 2025.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In Europe, we are leading the soft drinks industry in voluntarily committing to sugar reduction.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The European soft drinks sector is the only sector to have made an additional sugar reduction commitment under the EU Code of Conduct.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We support the recommendations of leading health authorities that individuals should consume less than 10% of their total calories from added sugar.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"That’s why, from 2017 2022, we removed more than 900,000 tons of added sugar from our global portfolio through more than 1,000 beverage reformulations.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"By 2025, we aim for 50% of the drinks we sell in Europe to be low and no calorie drinks (we’re currently at 45%) in support of the EU Commission’s Farm to Fork strategy to accelerate the transition to sustainable food systems.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We’re offering more low and no calorie options in more places.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We continue to use our marketing to drive growth of our low and no calorie portfolio.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Basketball Final Four tournaments in the campaign encouraging self expression and digit volume growth in five of the last six years.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"United States with March Madness themed self care.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Sprite Zero Sugar teamed up with Marvel Studios’ Black Panther: Wakanda Forever for the Infinite Potential.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Best Coke Ever ads showcasing the brand’s reformulated taste.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Simply and actor comedian Eugene Cordero invited consumers to Say Yes to Simple in a smartwater and global ambassador Zendaya, an acclaimed actor and performer, celebrated new campaign showcasing the brand’s fast growing lineup of juices, ades, plant based milk those who define smart on their own alternatives, smoothies and more.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Together, smartwater and Zendaya are also helping address the water crisis in communities across the world by partnering with the Global Water Challenge’s women for water platform, which focuses on mobilizing clean water access for every woman and her community.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Gold Peak ready to drink tea collaborated with Grammy and Oscar winning artist Questlove on the Tea is for Trying campaign.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"One of the ways we achieve great taste without sugar is by using low and no calorie sweeteners.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"When used approaches to promoting zero calorie choices as part of a healthy diet and lifestyle, we believe to younger consumers in 2022 through flavor the science shows that sugar alternatives can innovations, packaging designs and digital help meet public health recommendations to experiences.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The global Coca Cola Creations reduce added sugar.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Additionally, food additives platform introduced a series of limited edition such as non sugar sweeteners help make food offerings inspired by consumer passion points systems more sustainable by both reducing sugar of music, gaming and sports starting with the and lowering our carbon emissions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"States, a limited edition lineup of mysteriously flavored Fanta beverages was anchored by a zero sugar option.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our recent efforts have focused on collaborating with an ecosystem of suppliers and research organizations to develop, continuously improve and commercially scale stevia and other naturally derived sugar alternatives.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Since 2008, we have invested more than 100 million in sweetener innovation and sugar reduction research.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We’re bringing teas, juices, waters, and dairy and plant based beverages to more people in more places.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Some of these beverages are enhanced by fortifying them with vitamins and minerals.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Minute Maid sparkling juice gives consumers in China a zero sugar option made with real fruit juice and refreshing bubbles, along with B3 vitamins and zinc to supplement nutritional needs.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Chun Yue launched as first ever functional soda water in China, with added vitamins and minerals.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Two zero sugar, zero calorie options offer a slightly sweet, fruity taste.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Minute Maid Honey Infused ready to drink fruit drinks in India contain added dietary fiber to support healthy digestion.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The new preservative free line is available in three delicious flavors: apple, mixed fruit and guava.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Fuze Tea launched in Pakistan in two flavors lemon and peach.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The innovative brand is a fusion of reinvigorating tea extract from 100% sustainably sourced tea leaves and fruit flavors.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"It is available in North America in three flavors: chocolate, strawberry and vanilla.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"People can enjoy our drinks in sizes that help control portions and added sugar intake.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We continue to expand availability of these packages and introduce newer offerings, including 150 ml mini cans and 250 ml slim cans, so people can enjoy the same great tastes in sizes that are right for them.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In addition to giving consumers an expanded array of personalized, on demand beverage choices including low and no calorie options the innovation helps reduce our carbon and packaging footprints.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Today, about 44% of our sparkling soft drink brands come in packages of 8.5 ounces or less.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In North America, 10 pack mini cans grew 39% in 2022.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We respect the role of parents and caregivers as the primary decision makers for what their children drink, and we do not market any of our products directly to children under 13, regardless of nutritional profile.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"This means we will not place our marketing or advertising in any media, platform or event where more than 30% of the audience is under 13.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our policy goes beyond media and includes packaging, in store and point of sale.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Code and its Framework for Responsible Food and Beverage Marketing Communication.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Global Responsible Marketing Policy, from employees and bottling partners to agency and media partners.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We are a founding member of the International Food Beverage Alliance (IFBA), a group of leading companies that self regulate globally on responsible marketing to children.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Additionally, we collaborate with industry peers at regional and local levels to scale collective action in responsible marketing pledge programs.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Jack Daniel’s Coca Cola joins our growing portfolio of ARTD offerings including Lemon Dou, Topo Chico Hard Seltzer and Schweppes Pre Mixed Cocktails.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In 2022, we joined the International Alliance for Responsible Drinking (IARD), a consortium of leading beer, wine and spirits producers committed to reducing harmful drinking and promoting moderation through robust responsibility standards.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Support local responsible consumption harm in those countries.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Enable our employees and partners to be ambassadors for responsible consumption.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our responsible alcohol marketing policy determines how we innovate and bring to market ARTD brands.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"At the heart of our approach is ensuring that our alcohol brands are only directed at adults over the legal purchasing age who choose to drink, and encouraging only drinking in moderation.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We are committed to providing transparent nutrition information about all of our products, in line with local regulations, so consumers can make informed decisions.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We were the first beverage company to place calorie information on the front of nearly all our packaging worldwide.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Today, we provide nutrition information on product labels, with the exception of certain returnable bottles, fountain beverages and waters (unsweetened, unflavored).
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"For these beverage and packaging types, we offer nutrition information through websites and consumer hotlines.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We recognize our responsibility to help solve complex plastic waste challenges facing our planet and society.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"That’s why, in 2018, we launched an ambitious strategy called World Without Waste to drive systemic change through a circular economy for our packaging.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Making 100% of our packaging recyclable globally by 2025 and using at least 50% recycled material in our packaging by 2030 (DESIGN).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Collecting and recycling a bottle or can for each one we sell by 2030 (COLLECT).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Bringing people together to support a healthy, debris free environment (PARTNER).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"SECTION SCOPE: In this section, our packaging strategy refers to actions by the company as well as our owned and independent bottling partners and our independent suppliers and partners.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"We are making progress against each of our objectives, which are embedded in how we operate as a business, and we are taking a transparent approach to reporting our actions, results and learnings.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Local teams are executing in ways appropriate for their markets, and we are using a networked approach to deliver impact at scale.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our work has also shown us where the major challenges are, and some of our markets will have challenges meeting goals as quickly as others.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"When we lightweight our packaging, incorporate more recycled and bio based material, invest in local recycling programs and increase our use of reusable packaging, we can reduce both waste and our greenhouse gas (GHG) emissions.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2022, we avoided around half a million metric tons of virgin derived from non renewable plastic usage through our efforts on lightweighting and use of sources by a cumulative 3 million metric tons from 2020 20253 recycled content, with an incremental avoidance of over 50,000 metric tons since last year.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Zero Sugar are now offered in RGBs nationwide, eliminating more than 15 million single use glass bottles in 2022.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In the United States, a 500 ml returnable glass bottle pilot program in approximately.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Texas, generated a 75% return rate, and we are exploring expansion capabilities in 2023.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We also are working with Reuse Seattle to reduce single use plastic waste by encouraging customers to transition to reusable cups for our dispensed products, as part of a broader multi stakeholder effort on foodservice packaging across the metro region.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"In South Africa, we extended the rollout of refillable 2 liter and 1.5 liter PET plastic bottles. by volume sold in refillable returnable glass or plastic bottles or in fountain dispensers with reusable packaging.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"In Sri Lanka, we responded to the ongoing economic crisis by introducing the Large.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Returnable Glass Bottle (LRGB), nicknamed the Big Buddy Pack, to provide an affordable and returnable, mealtime focused option for families.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Coca Cola, Fanta and Sprite are offered in the 750 ml bottles, which feature paper labels and aluminum caps.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In Sweden, we are collaborating with Reitan enabling a circular economy for our packaging plastic bottles or in fountain dispensers with.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Convenience on a reusable packaging pilot in materials.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Creating a circular economy requires reusable packaging by 2030. designing out waste by using, collecting and reusing recycled materials, which have inherent value.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It also means embracing refillable and fountain dispensed packaging solutions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In Latin America, the Let’s Be Different or purchase a reusable stainless steel tumbler.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Reusable packaging can reduce single use packaging waste.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Expanding refillable packaging options helps ensure high levels of collection of beverage containers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
