text,llm_responses,scope3,vague
"Our 2022 review included a robust analysis and broader engagement guided by ERM, a leading sustainability consultancy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This was followed by interviews with more than 30 internal and external stakeholders and an online survey that had 90 responses from across the globe.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Stakeholders we talked to represent a diversity of views and have deep expertise across a range of issues and sectors.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The stakeholders included investors and financial institutions, NGOs, bottling partners, trade and industry associations, business peers, customers and suppliers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our comprehensive 2022 review process resulted in an updated priority topics matrix, which reflects adjustments to several key issues in response to feedback from both internal and external stakeholders.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As one of the world’s largest and most recognized companies, we have an opportunity to use our size and scale to help address global challenges.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"While we strive to make progress on our own, we are committed to fostering partnerships that drive collective impact in areas including water stewardship, packaging circularity, climate action and many more.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Coca Cola system, which includes our approximately 200 bottling partners worldwide.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"We engage with stakeholders, including governments, NGOs, communities, suppliers, investors, business partners, customers and consumers around the world and throughout our network, in many forums and formats.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Feedback from our stakeholders allows us to learn and improve, and informs our business and sustainability strategy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In all our engagements with stakeholders, we are committed to upholding the principles of transparency, consistency, accountability and integrity.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"SECTION SCOPE: In this section our stakeholder engagement and partnership work refers to actions by the company as well as our owned and independent bottling partners and our independent suppliers and partners.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"Coca Cola Philippines and Indorama Ventures partnered to establish PETValue Philippines, a full operation recycling facility that is the first of its kind in the country.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The facility is helping to drive collective action toward a circular economy for PET plastic, by providing more than 800 collection points for PET bottles in the country.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"PETValue’s projected capacity, or the amount of used plastic bottles it can process, is 30,000 metric tons per year, which requires around 2 billion PET bottles as input to be recycled.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In partnership with WWF Pakistan, we are working to address water scarcity and quality issues for approximately 360,000 people in.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Lahore, Pakistan who rely on the Ravi River as a freshwater source.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We partnered with the CEO Water Mandate, denkstatt and others to help build the business case for Nature Based Solutions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Council of Beverages Associations in support of a UN Global Plastics Treaty.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Coalition is supporting the treaty negotiations around the vision of a circular economy in which plastic never becomes waste or pollution, and the value of products and materials is retained in the economy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2022, as COVID 19 restrictions eased, we were able to attend several global events in person.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We used these opportunities to engage with diverse stakeholders, to listen and to explore ways to drive collective action to positively impact people, communities and our environment.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Business Coalition for a Global Plastics Treaty Launch New York, NY, U.S.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Touch the Sky , a global women's leadership platform.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In September, the 2022 Middle East edition brought together over 300 women from top companies across the region to Dubai to learn, network, share and apply best practices on leadership, success, diversity and inclusion.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The summit provided a platform for dialogue on regional inclusive development aimed at stimulating the private sector and impact investors, to shape market led solutions for the SDGs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Coca Cola Netherlands held its fifth OPEN conversation in October involving our local bottling partner and key stakeholders to discuss topics such as packaging, water, climate, diversity, equity and inclusion and how we can all contribute to a healthier living environment.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Coca Cola Company became a Strategic Partner of the Ellen MacArthur Foundation with the announcement shared during its annual Summit on July 5, 2022.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Foundation’s Strategic Partners include some of the world’s largest and most influential organizations, with transformative potential to demonstrate what’s possible to accelerate the transition to a circular economy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Water is a priority for The Coca Cola Company because it is essential to life, our beverages and the communities we serve.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It is also critical to public health, food security, biodiversity and the climate crisis.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The world is experiencing increased water insecurity, which is evident through water scarcity, with demands for safe, usable water exceeding supply in certain areas.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We have operations nearly everywhere in the world in more than 200 countries and territories.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"That means we have a responsibility to accelerate our efforts to help address water stress, protect local water resources and help build community climate resilience communities’ ability to adapt to these changing conditions.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Peer reviewed methodologies were used to calculate volumetric benefits per project and operating unit for all externally assured data one exception was approved for internally validated and verified data.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The replenish benefit is typically estimated as a long term, average annual volume, but for some project activities it varies annually.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Replenish benefits fall under three categories: Watershed Protection and Restoration (233.5 BL), Water for Productive Use (40.9 BL) and Water Access and Sanitation (17.4 BL).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Due to joint venture or merger and acquisition activities between 2019 2022, certain brands may not be accounted for in this metric.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"Unless otherwise stated, in this report finished beverages is based on global sales volume.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Foundation as well as our owned and independent bottling partners and our independent suppliers and partners.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Vision: Our 2030 Water Security Strategy is focused on accelerating the actions needed to increase water security where we operate, source ingredients and touch people’s lives.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We do that by contributing toward sustainable, clean water access that improves livelihoods and wellbeing while protecting against water related disasters.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We also work to preserve nature and biodiversity as well to promote advanced water management practices.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This means we will partner to build water resilience across operations and supply chains, and we will work together to achieve collective positive water impact in at least 100 vulnerable water basins by 2030.
","{'scope3': 'possibly', 'vague': 'ambiguous'}",possibly,ambiguous
"Our 2030 strategy is grounded in the fact that water is a shared resource.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Over the last couple of years, we followed a process to segment and prioritize our operating facilities, commercial regions, sourcing regions for global priority ingredients, watersheds, and communities based on those with the highest water related risks (read more on the following page).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"To achieve our goals, collective action is critical.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Achieve 100% regenerative water use across 175 of our facilities identified as facing high levels of water stress by 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Improve the health of 60 watersheds identified as most critical for our operations and agricultural supply chain by 2030.
","{'scope3': 'no', 'vague': 'specific (ESG related)'}",no,specific (ESG related)
"Return a total of 2 trillion liters of water to nature and communities globally between 2021 and 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"All three goals contribute to our commitment to maintain at least 100% global replenishment of the water used in our finished beverages.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Actions in Our Watersheds Our Communities Support nature based solutions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Help farmers use less water and implement sustainable agriculture practices.
","{'scope3': 'no', 'vague': 'specific (relates to ESG, specifically to Water usage and Agriculture practices)'}",no,"specific (relates to ESG, specifically to Water usage and Agriculture practices)"
"Help provide communities with access to safe water, sanitation and hygiene (WASH).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Advocate for good water governance and smart policies.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2022, we completed our analysis of water related risks in areas where we can make the greatest impact1.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Watersheds Similarly, we undertook a comprehensive process to identify priority watersheds across our system.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"These include our Leadership Locations and sourcing regions for global priority ingredients, their water sources, where we source global watersheds and communities. priority ingredients, key growth markets and priority communities.
","{'scope3': 'ambiguous', 'vague': 'generic'}",ambiguous,generic
"Communities We also began mapping priority communities, concentrate plants and bottling facilities) and based on their lack of access to water, sanitation mapped the minor river basins and sourcing and hygiene (WASH) and resilience to water basins of these facilities.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Vulnerability Assessments our site level, internal proprietary tool. or in rural farming communities where we source ingredients.
","{'scope3': 'ambiguous', 'vague': 'ambiguous'}",ambiguous,ambiguous
"ADVANCED EFFICIENCY LOCATIONS: System facility locations in a water stressed context that will drive advanced water efficiency improvements in operations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"CONTRIBUTING LOCATIONS: System facility locations in areas with low water related risks.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Water Resource Sustainability Standard, achieving industry benchmark water efficiency and 100% compliance with wastewater discharge standards. a framework of prioritization and a deeper understanding of risks, which will help us develop holistic, integrated and context based approaches to help increase water security where it matters the most in our business, operations and supply chains.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Regenerative water use means facilities must reduce, reuse, recycle and replenish the water used in operations in the local correlated watersheds for beneficial social, economic and or environmental uses by other stakeholders and nature.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"By mapping and overlaying our priority facilities, market growth regions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In T rkiye, we identified an operating facility located in a water stressed area as a priority facility (Leadership Location) in the city of Bursa in the north west of the country.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The facility is owned and operated by our bottling partner Coca Cola ecek.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"Further, we identified the Bursa Balikesir watershed as a priority because it not only serves as a water source for our facility but also because it supports the growing of apples, peaches and nectarines that we source as ingredients in our products.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The watershed faces high levels of water scarcity and pollution of water sources from local industries, including textiles and agriculture (e.g., use of insecticides).
","{'scope3': 'no', 'vague': 'specific (relates to water resource management and pollution, not directly to Scope 3 emissions)'}",no,"specific (relates to water resource management and pollution, not directly to Scope 3 emissions)"
"Water Resource Sustainability Standard compliance process and working with a third party consultancy to screen options for improving water efficiency in our operations.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Lake Manyas interventions that are relevant to the local context.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"See the Sustainable Agriculture section for more details on how we are supporting farmers to improve water management in growing our ingredients in this region.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This may lead to changes in the prioritized facilities, watersheds and communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"All our production operations will continue to implement the Coca Cola system’s Water Resource Sustainability Standard. operational costs associated with water use.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Better understanding of these costs will help strengthen decision making and the business case for investment in initiatives that respond to local challenges.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The purpose of this standard is to identify and reduce water quality and quantity related challenges for our operations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In the development of new plants, we leverage our Sustainability by Design Tool to ensure that water efficient processes are implemented and that we achieve best in class water efficiency.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We have set an ambitious target to reduce our water use ratio by 20% by 2030 from a 2015 baseline for all operations across the system.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Cost of Water We have partnered with denkstatt to develop a Cost of Water tool for our teams.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Valuing Impact and a number of peer companies to better understand how projects returning water to communities and nature help create societal value.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We have a goal to achieve 100% regenerative water use in all our 175 Leadership Locations globally by 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We have continued to improve the efficiency of our water use.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Valuing Water Finance Initiative to drive investor leadership on valuing water and to broaden investors’ perspective on the role that water plays in many industries’ value chains.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Within our 18 concentrate production plants, which produce the concentrates used to make many of our sparkling beverages, the company has committed to driving water efficiency improvements.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2022, we achieved a 7% average water efficiency improvement across all our concentrate plants compared to a 2015 baseline.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"As an example, in 2022, one of our concentrate plants in Ireland reduced its water consumption by more than 13,000 cubic meters compared to the previous year by implementing circular washing in its clean in place process.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"A monitor to improve mindset in our local team is also key to achieving and sustaining this level of performance.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Stewardship (AWS), we are proud to be a part of a global movement to advance good water stewardship practices.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"AWS certification confirms that the highest global standard for responsible water stewardship has been met in support of social, cultural, environmental and economic benefits at both the site and catchment level.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We plan to certify all our 18 concentrate production sites against the latest AWS Standard by 2025.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"It was identified as a priority watershed because it supplies water to a manufacturing facility owned by our bottling partner Corporaci n del Fuerte, which is a Leadership Location.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"In addition, the watershed includes orchards from which the system sources apples.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The agricultural sector and the city of Cuauht moc are major water users.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The watershed is forecasted to face increasing water quality and quantity challenges in the coming years due to population growth and rising temperatures.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Coca Cola Mexico, our projects in this watershed have helped to improve rural communities’ access to water, mainly through rainwater harvesting systems and check dams.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The watershed stewardship plan completed in 2022 helped identify key context specific interventions to consider for future projects including, reforestation, rainwater harvesting, dams, plant nurseries, conservation of springs and community access to WASH, as well as the need to strengthen local partnerships.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"These plans will also help us to track improvements in watershed health and co benefits of projects (e.g., enhanced biodiversity and carbon sequestration).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"One project currently in the pipeline is working with an agri tech partner, Kilimo, to help local farmers save water by adopting technology enabled irrigation management tools.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Developing watershed stewardship plans at the catchment scale is critical to helping water users in a particular region identify and address the drivers of water risk.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Working with partners to implement solutions, stakeholders can take an effective science based approach to improve water resilience for both people and nature.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Protecting watersheds and recognizing the unique challenges and characteristics of water sources around the world has long been a focus of our work.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Watersheds supply water for drinking, agriculture and manufacturing provide habitat for plants and animals and offer opportunities for recreation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Based on our 2030 Water Security Strategy, we are placing even greater emphasis on the holistic improvement of watershed health.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We set a goal to improve watershed health in 60 watersheds identified as most critical for our operations and agricultural supply chain by 2030.
","{'scope3': 'no', 'vague': 'specific (relates to water management in ESG context)'}",no,specific (relates to water management in ESG context)
"Producing the ingredients used in our beverages accounts for an estimated 92% of our total blue water1 footprint, which is the volume of surface water and groundwater consumed in producing our finished products (evaporated or embedded in the product).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"That’s why, in 2022, we expanded our analysis and prioritization to include watersheds that support our priority ingredient sourcing, in addition to our operating facilities and those necessary for key market growth.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The Coca Cola Foundation and the Coca Cola system have a long history of watershed projects.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These projects include support for nature based solutions such as reforestation, wetland and meadow restoration, as well as irrigation system improvements, invasive species removal and check dam construction.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Many of the projects work in agricultural contexts to improve availability of water for irrigation and more efficiently use water in agriculture.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We adopt a human rights based approach to water and communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We recognize the connection between our social license to operate and functional, resilient water infrastructure.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Insufficient access to water, sanitation and hygiene (WASH) infrastructure and poor water quality are key challenges faced by communities around the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These challenges are being exacerbated by population growth, climate change, political conflict and forced migration.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Foundation and many nonprofits, governments, customers and other partners.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are updating our reporting methodology for our community water programming data to align with our 2030 Water Security Strategy and upcoming external frameworks, and we will apply it to future data reporting when ready.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2022, our operating units began the identification of priority communities based on communities’ access to WASH and or their resilience to the impacts of climate change (e.g., floods and droughts).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Improving access to safe drinking water, sanitation and hygiene.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Enabling adaptation to water related climate change impacts.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Co Benefits of WASH Access We’re working with WASH4Work, an initiative hosted by the CEO Water Mandate, to develop a standardized methodology of accounting for the co benefits of WASH projects (e.g., health, income, nutrition, safety and security, and education) and strengthen the business case for investments in WASH programs.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"WASH programs because we know that women and girls suffer disproportionately from poor access to clean water, sanitation and hygiene.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In Latin America and the Caribbean, 25% of the population lack access to safely managed drinking water services.1 Climate change, urbanization, accelerated water usage, and inadequate infrastructure are among the leading causes.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Global Environment Technology Foundation (GETF) and local civil society organizations, designed and launched a platform called Aliados por el Agua (Aliados) to help improve access to water, sanitation and hygiene (WASH) for 2 million people across 18 countries by 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This Ripple Effect study found funding from The Coca Cola Foundation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The research established that of women who utilized time savings for economic activities, 91% saw an increase in income.
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"With our partners and support from The Coca Cola Foundation, we are piloting the framework across families and communities. four projects in Mexico, Bolivia and Brazil to empower women through water related programming.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Diageo, practical guidance to help companies and their implementing partners turn strategic commitments on community WASH and gender equality into integrated projects that result in better, more sustainable outcomes which are critical parts of the pathway to gender equality and women’s empowerment.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"WASH, improve watershed health and empower women through water based activities.
","{'scope3': 'no', 'vague': 'specific (relates to ESG but not directly to emissions)'}",no,specific (relates to ESG but not directly to emissions)
"In 2022 the Company scored an A on Water, which indicates a strong water security strategy and best in class governance, including tying executive compensation to our water replenish targets.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The shared nature of water resources requires collective action to help solve water challenges.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"CEO Water Mandate, a partnership between the UN Global Compact and the Pacific Institute.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Water Resilience Coalition, an initiative of the CEO Water Mandate.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"WASH4Work, an initiative hosted by the CEO Water Mandate.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Recognizing that nature itself often offers the best mechanisms for restoring watershed health, the company, The Coca Cola Foundation and our bottling partners invest in nature based solutions (NBS), such as forest protection and floodplain management, which build on natural processes to manage water systems.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Through our work, we have learned that NBS projects often have multiple co benefits, such as better water quality, carbon sequestration, increased climate resilience, and enhanced richness and variety of life of natural habitats (biodiversity).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We worked with denkstatt to develop a methodology to help us quantify and test the co benefits of NBS projects.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2022, we partnered with the CEO Water Mandate, denkstatt and others to help build the business case for NBS by developing a standardized methodology to measure benefit accrual and a means to value social return on investment.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The methodology has been tested across several of our water replenishment projects in key geographies.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Our aim is to support public, private and non profit sectors in developing effective policies and programs to incentivize greater implementation of and investment in NBS because water is at the nexus of many goals, including protecting habitats, increasing biodiversity, sequestering carbon and promoting community resilience in the face of changing weather patterns.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We share resources to increase all our efforts and to generate a bigger impact.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Metro Manila, the second most populous region of the country.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Forest cover within the watershed has dramatically dropped from 85% to just 40% in recent years1 due to illegal logging and unsustainable forest practices, which has resulted in a reduction in the natural water storage capacity of the basin.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Malnutrition is also a pervasive challenge in local communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Since 2016, The Coca Cola Foundation and Coca Cola Foundation Philippines have worked in partnership with WWF Philippines to protect rainforests of the area, replant trees and provide livelihood opportunities.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The project has reforested 165 hectares of degraded land in the watershed and supported local communities to start household gardens to grow food.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2022 the project was assessed using the NBS valuation methodology.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"WATER QUANTITY: The replenishment of approximately 400 million liters of water per year due to decreased runoff and improved water access for local communities.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"CARBON SEQUESTRATION: Approximately 2,500 metric tons of CO2e per year from reforestation.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"FOOD SUPPLY: Household gardens helped to tackle food insecurity and some of the trees planted have edible fruits (e.g., rambutan, coffee).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2022, fairlife became our first ever of packages.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Ever evolving consumer tastes and preferences help steer our business strategy and shape the lineup of beverages we bring to market.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We take a disciplined approach to product innovation and portfolio management, ensuring we develop and deliver preferred, great tasting beverages for all occasions and lifestyles.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This includes offering drinks with reduced added sugar and more brands with nutrition and wellness benefits providing small package options and clear nutrition information on packaging and in our communications and marketing our drinks responsibly.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"United States and Canada has focused on innovation and providing consumers with high quality nutrition through a growing portfolio of value added dairy products, including ultra filtered, lactose free milks protein shakes and sports recovery drinks.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"SECTION SCOPE: In this section our Portfolio work refers to actions by the company as well as our owned and independent bottling partners and our independent suppliers and partners.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"We support more than 50 calorie and sugar reduction pledges globally, in collaboration with industry peers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2022, we joined an updated industry wide pledge in Australia to reduce the sugar content in our portfolio by 25% by 2025.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In Kazakhstan, we are among nine members of the national beverage association to sign an industry pledge to reduce average added sugar in our drinks by 10% by the end of 2026.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Drink Industry Associations of T rkiye to reduce sugar in nonalcoholic beverages and certain food categories by 10% by 2025.
","{'scope3': 'no', 'vague': 'specific (relates to ESG, as it mentions reduction, but not directly related to corporate emissions or sustainability practices)'}",no,"specific (relates to ESG, as it mentions reduction, but not directly related to corporate emissions or sustainability practices)"
"In Europe, we are leading the soft drinks industry in voluntarily committing to sugar reduction.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The European soft drinks sector is the only sector to have made an additional sugar reduction commitment under the EU Code of Conduct.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We support the recommendations of leading health authorities that individuals should consume less than 10% of their total calories from added sugar.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"That’s why, from 2017 2022, we removed more than 900,000 tons of added sugar from our global portfolio through more than 1,000 beverage reformulations.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"By 2025, we aim for 50% of the drinks we sell in Europe to be low and no calorie drinks (we’re currently at 45%) in support of the EU Commission’s Farm to Fork strategy to accelerate the transition to sustainable food systems.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We’re offering more low and no calorie options in more places.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We continue to use our marketing to drive growth of our low and no calorie portfolio.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Basketball Final Four tournaments in the campaign encouraging self expression and digit volume growth in five of the last six years.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"United States with March Madness themed self care.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Sprite Zero Sugar teamed up with Marvel Studios’ Black Panther: Wakanda Forever for the Infinite Potential.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Best Coke Ever ads showcasing the brand’s reformulated taste.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Simply and actor comedian Eugene Cordero invited consumers to Say Yes to Simple in a smartwater and global ambassador Zendaya, an acclaimed actor and performer, celebrated new campaign showcasing the brand’s fast growing lineup of juices, ades, plant based milk those who define smart on their own alternatives, smoothies and more.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Together, smartwater and Zendaya are also helping address the water crisis in communities across the world by partnering with the Global Water Challenge’s women for water platform, which focuses on mobilizing clean water access for every woman and her community.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Gold Peak ready to drink tea collaborated with Grammy and Oscar winning artist Questlove on the Tea is for Trying campaign.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"One of the ways we achieve great taste without sugar is by using low and no calorie sweeteners.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"When used approaches to promoting zero calorie choices as part of a healthy diet and lifestyle, we believe to younger consumers in 2022 through flavor the science shows that sugar alternatives can innovations, packaging designs and digital help meet public health recommendations to experiences.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The global Coca Cola Creations reduce added sugar.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Additionally, food additives platform introduced a series of limited edition such as non sugar sweeteners help make food offerings inspired by consumer passion points systems more sustainable by both reducing sugar of music, gaming and sports starting with the and lowering our carbon emissions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"States, a limited edition lineup of mysteriously flavored Fanta beverages was anchored by a zero sugar option.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our recent efforts have focused on collaborating with an ecosystem of suppliers and research organizations to develop, continuously improve and commercially scale stevia and other naturally derived sugar alternatives.
","{'scope3': 'maybe', 'vagine': 'generic'}",maybe,
"Since 2008, we have invested more than 100 million in sweetener innovation and sugar reduction research.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
