text,llm_responses,scope3,vague
"Converse has also adopted this model with five distinct Employee Networks, collectively known as ConverseUNITED, including Converse Mosaic Network, Converse Pride Network, Women of Converse, Converse Military Veterans and Converse Abilities Network.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In FY22, NIKE increased from 34.5% to 38.8% representation of U.S. racial and ethnic minorities in the U.S. corporate workforce, seeing a 4.3 percentage points increase, and surpassing the 2025 target three years early.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We are continuing our commitment to increasing overall representation of racial and ethnic minorities in the corporate workforce by investing in new hiring and retention practices and focusing on targeted development offerings for racial and ethnic minorities in the U.S.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"From a hiring perspective, we have increased our DEI partnerships and financial commitments to include 50 organizations as part of our efforts to diversify our candidates.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"I have an overwhelming sense of pride as I reflect on the work that the Native American Network is doing and will do for our community.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"My passion and purpose is to provide positive representation and visibility for Indigenous peoples, and to amplify sustainable change within NIKE and beyond.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"NIKE sponsored L’ATTITUDE, a business based national initiative and event bringing together over 3,000 leaders focused on the New Mainstream Economy and the U.S. Latino cohort.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"NIKE’s engagement included a Fireside Chat with our President and CEO, John Donahoe and a session on Powering Latina Leadership with NIKE board member M nica Gil, and additional sessions featuring NIKE executives, athletes and partners, with discussions celebrating Latina leaders in sport and mental wellness.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"NIKE’s presence at L’ATTITUDE brought together NIKE LatinX teammates across all levels and functions, including representation from LatinX executives, the Latino Friends Network and NIKE retail athletes.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Working in partnership with Raedio, LLC, NIKE sponsored Issa Rae’s HOORAE Takeover a four day festival celebrating Black creatives in art, music, media and other fields.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"NIKE’s participation included an innovative community activation led by NIKE’s Until We All Win grantee and nonprofit partner, Beyond the Ball.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The event, NIKE Storytelling by Design, engaged local students from Howard University for a sneaker design competition.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This competition culminated with an inspiring storytelling panel featuring NIKE designers, followed by a design pitch from five student teams, with the winning team receiving scholarships.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"NIKE launched a series of career content in partnership with Blavity, featuring three Black NIKE technologists from varying levels within the company.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The series celebrates our technologists and their professional journeys, as well as achievements throughout their careers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The series received 214,000 impressions, reaching a global audience through Blavity and NIKE channels.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"NIKE continues to support Harlem’s Fashion Row, a key strategic partner whose mission is to build community and elevate the voice and work of multicultural designers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We hosted the third Annual Harlem’s Fashion Row Designer Retreat presented by NIKE, bringing together designers of color for a multiday summit featuring notable designers and brands.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This event provides resources and creates space for designers to learn tools and develop relationships that will help this community grow their brands and advance their careers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Converse All Star Design Team (ASDT) apprenticeship program actively allows young creatives from diverse cultural and educational backgrounds to be part of the Converse Design and Innovation team, with the two fold goal of potentially converting the apprentices to full time employees and strengthening the design community by adding more diverse talent and perspectives.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We grew our outreach from 210 creatives in Year 1 to over 300 in Year 2, specifically targeting the Boston, New York City and Philadelphia metro areas.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For both years, creatives were narrowed down to classes of 15 design apprentices.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Year 1 saw six apprentices join the Converse Design and Innovation team in roles across the function.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Of the six, three have been converted to full time employees.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Year 2 saw four apprentices join Converse Design and Innovation team in roles across the function.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Additionally, 31 employees received their first bachelor’s degrees at the University of Memphis with support from Lane Four, NIKE’s tuition paid benefit program in partnership with the University of Memphis for North America Distribution Center and Air Manufacturing Innovation (Air MI) teammates.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For the Converse intern program, the University Relations team has prioritized expanding its relationships and consideration set for the application pool, in terms of cities and schools.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The team has several sourcing strategies to ensure roles are posted and accessible to as many students as possible across the U.S. For FY22, Converse had a cohort of 20 interns, with 50% female participation and 80% from U.S. racial and ethnic minorities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This is the most diverse intern class to date at Converse.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We also continued the rollout of the mentorship program for managers and above, which strives to promote equity, opportunity, belonging and an inclusive culture.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In FY22, we launched the fifth cohort of DEI mentorship, with a total of 1,028 participants across 19 different functions.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The cohort, which reported a satisfaction rate of 98.5%, will be expanded in FY23 with pilots in Converse and outside of corporate, hopefully leading to a global expansion.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"NAN’s work throughout FY22 had measurable impact in each focus area, with highlights including representation, visibility and community.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As it relates to representation, NAN featured 32 speakers, seven guests and 160 Indigenous community members and advocates at various internal and external events.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The third annual NIKE Footprint Summit focused on increasing representation of Indigenous talent at NIKE by identifying tangible solutions that lead to real change.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"On the visibility front, hundreds of teammates attended Native American Heritage Month (NAHM) events, and dozens of tribal flags flew at the third annual NAHM flag raising ceremony at NIKE World Headquarters.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"When it comes to community, NAN partnered with the White House and the Center for Native American Youth to discuss sports and mental health at the White House Tribal Youth Forum.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In addition, NAN elevated Indigenous artists and activists through the power of NikeUNITED’s larger network.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Being a BIPOC designer, I know how important diversity is.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"That’s the beauty of the Serena Williams Design Crew, it brings that diversity into NIKE, not just into design but into so many different departments.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We usually start a new season with a design meeting.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"I come out of design sessions full of ideas: the history of NIKE as a heritage brand, the lives of the women we’re designing for, and the potential of the materials we’re working with.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"So it’s time to sketch I always have a pencil in my hand.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"At NIKE, I’ve learned that you need to take time to understand how people use the products we design.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This was especially true of the maternity range, NIKE M. I don’t have kids, so I had to work harder to understand that journey.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"To suddenly have this growing belly, what does that feel like I looked at mothers.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"I noticed how women were wearing their partner’s shorts, folding over the waistband to make room for their bumps.
","{'scope3': 'no', 'vague': 'not relevant to ESG'}",no,not relevant to ESG
"She is literally showing us what she needs, right So that’s a lesson: I’m not in her shoes, but I can let her guide me.
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"Emiko knows how it feels to be that 13 year old girl on the field in the shorts from last year’s uniform, still getting comfortable with a changing body.
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"She wants to make apparel that brings girls back to sport, that gives them the compression and the self expression they need to feel confident in any kind of movement.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"After school one afternoon, her mom left an article out on the counter about Serena and Venus Williams.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Emiko was gripped by what she read: the sisters had decided to complement their tennis careers by studying fashion design.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"She found out where they went to school in Florida and applied.
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"To see someone that looked like me, designing, Emiko remembers, that was a defining moment in my life.
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"In 2020, she joined the first cohort of the Serena Williams Design Crew, a diverse collective of emerging designers committed to redrawing the future of design.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"She now works at NIKE World Headquarters as an apparel designer for NIKE Pro, and previously on the maternity line, NIKE (M).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"I love to take walks around the lake at NIKE World Headquarters.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"I’m that person on campus who’s always taking pictures of the flowers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"I can find inspiration that way, for sure, but it’s also just a great way to decompress and refresh for the next part of the day.
","{'scope3': 'no', 'vague': 'irrelevant'}",no,irrelevant
"It’s only by looking after yourself that you have the energy to give to others.
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"I try to reach out to students and young designers when I can.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Sometimes that’s a cup of coffee with someone just starting at NIKE, or giving a talk at a design school.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We need to listen to the people who are coming up after us.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"First thing I do in the morning is find some movement.
","{'scope3': 'no', 'vague': 'not relevant'}",no,not relevant
"She described to me once how she would enter the court, using the walk through the tunnel to the court as a place to focus her mind.
","{'scope3': 'no', 'vague': 'not relevant to ESG'}",no,not relevant to ESG
"When I arrive at the NIKE campus, that’s my tunnel moment.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Out of the car, hoodie up, head down, earpods in, music blasting.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"I usually have an idea of how I want to start my day, but it changes all the time.
","{'scope3': 'no', 'vague': 'irrelevant'}",no,irrelevant
"I work between the Serena Williams Building and the LeBron James building, where I contribute to the Space Hippie line of sustainability minded footwear, so the first thing I need to do is figure out where I need to be.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"When I was working in New York, I realized most designers don’t have balanced lives.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"When you’re working on a creative project it’s hard to know when to stop.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"But my puppy Cooper helps me take care of both of us.
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"He’s a Shih Tzu Bichon mix, a real cutie patootie.
","{'scope3': 'no', 'vague': 'not relevant'}",no,not relevant
"I’ll take him out, so we can walk and just kind of breathe out the day.
","{'scope3': 'no', 'vague': 'not relevant to ESG'}",no,not relevant to ESG
"NIKE’s commitment to taking action to create a better world is reflected in its continued support of HBCUs and HSIs through Purpose driven product, storytelling, recruitment and investments.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"At NIKE, we’re working to enable representation to exist at all levels and that starts by cultivating and hiring more students from a diverse set of institutions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In FY22, we saw positive movement in the diversity of our interns and direct hires.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We continue to build and execute on a comprehensive HBCU and HSI strategy through year round engagement.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In alignment with NIKE’s Black Community Commitment, we increased our virtual and on campus engagement with HBCUs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our Diversity Recruitment team hosted resume writing workshops, interview preparation sessions and informational meetings to help our ecosystem of HBCUs to have multiple points of contact and access to NIKE opportunities throughout the year.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"For the first time since the pandemic, we returned to the NIKE World Headquarters (WHQ) campus for an in person, comprehensive summer internship experience to help drive recruitment, interest and hires.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"During a nine week experience, our talented group of over 300 interns worked on meaningful projects across a variety of business areas.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Within our summer 2022 intern class, 56% identified as U.S. racial and ethnic minorities and 58% identified as women.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The students from 113 universities around the country included representatives from 15 HBCUs and HSIs and brought a diverse range of skills and backgrounds to help create the future of sport.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Students from HBCUs and HSIs represented 21% of our intern class (HBCUs: 4%, HSIs: 17%).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"NIKE’s summer internship program aims to convert 50% of interns into full time employees in FY23.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"During FY22, we also laid the foundation and recruitment efforts for our global internship program.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Global University Relations team recruited and hired 88 interns for internships in NIKE’s Europe, Middle East and Africa (EMEA) offices.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We continue making progress toward our target of investing 10 million over five years in the form of scholarships and academic partnerships to increase direct hires and interns from HBCUs.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In FY22, we delivered 100,000 each in academic scholarships to seven HBCUs, 500,000 to Morehouse College and 100,000 to the United Negro College Fund (Atlanta).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"NIKE donated an additional 25,000 in scholarships directly to Howard University students through a bespoke Storytelling by Design Panel and Sneaker Lab Competition.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In addition to supporting HBCUs and HSIs, and to help further increase diversity and inclusion within our pool of applicants, NIKE’s University Relations and Recruiting programs continue to strengthen existing relationships and build new partnerships with more than 30 Tribal Colleges and Universities (TCUs).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In FY22, we hosted our third annual NIKE Footprint Summit focused on creating pathways for Native and Indigenous community members with an emphasis on university and industry candidates.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This year, the engagement was once again 100% virtual and included a mix of internal and external speakers including NIKE executives and sponsored athletes.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"NIKE continued our investment in the American Indian Science and Engineering Society (AISES) and sponsored the registration fee for 50 members of the University of Oklahoma AISES chapter.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As a result of our AISES partnership, we made valuable connections with students pursuing careers in STEM.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Additionally, NIKE also worked with and invited community members from multiple tribes in Washington state and Idaho to a customized event to learn more about our internship and career opportunities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Early in career and emerging talent development programs are critical to NIKE’s strategic hiring.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We continued our investment in the Marketing Vanguard Program (MVP), built to accelerate the flow of graduate level talent from diverse backgrounds and experiences.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We have also launched, and recruited students for, an HR rotational program modeled after MVP.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our inaugural class yielded six interns and four full time employees from diverse backgrounds and we will continue to grow the program in FY23.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Additionally, we continue to leverage diversity conferences and partnerships like Management Leadership for Tomorrow and The Consortium to attract talent for programs like our summer internship, direct hire and graduate level rotational programs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This year, the NIKE Yardrunners program founded by NIKE HBCU alumni served as an opportunity for teams at NIKE to partner with HBCU trailblazers and community creatives to create inspirational storytelling and philanthropy for the community.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Through Yardrunners 3.0, NIKE worked with the community to tell authentic stories, co create culturally relevant product, deliver scholarships, activate on campuses throughout homecoming and establish networking opportunities through NIKE’s University Recruiting team with a sharp focus on engaging candidates from a diversity of backgrounds.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In the spirit of co creation, NIKE worked with four Yardrunners alumni who identify as Black women on the design of HBCU licensed footwear, leveraging the iconic NIKE Dunk silhouette to highlight four institutions: Tennessee State University, Clark Atlanta University, Florida A M University and North Carolina Agricultural and Technical University.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We also continue to track our progress in representation from universities relative to U.S. racial and ethnic minorities and women globally we understand that there is no finish line.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This allows us to understand how our university and early in career efforts impact and contribute to NIKE’s 2025 Black Community Commitments.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"During Pride month, we created space for members from our first line to come out to teammates and share their personal stories.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These moments further my passion to do more, to push more and to be a part of more so all employees can be their truest and most authentic selves.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"I want to inspire others to believe in themselves, by being my own authentic self.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our Firstline athletes employees who work at NIKE retail stores, distribution centers and Air MI, are talented individuals from different cultures and backgrounds across the globe.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"They reflect the communities where we live, work and serve, and possess a wealth of product knowledge and consumer insights.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For that reason, the NIKE Athlete Experience (NAX) function exists to obsess the end to end experience for our retail Firstline teammates.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"One pillar of NAX, Firstline Programs, equips our retail Firstline teammates with accessible pathways to broaden their skills and competencies through corporate and retail work opportunities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The suite of NAX programs provide curated and intentional experiences at WHQ and in the field to elevate talent within the NIKE ecosystem, and develop the future leaders of NIKE.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In FY22, we were able to tap into and elevate the largest and most diverse talent pool yet at NIKE. We currently have five programs that sit within our suite of career experiences in the NAX program for Firstline retail athletes, and hope to expand into Converse, distribution centers and Air MI in FY23.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our firstline athletes can access programs to learn more about the business while upskilling.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Sixteen cohorts, totaling 81 employees, participated in the program in FY22 compared to 53 participants in FY21.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Twenty participants were hired into new full time employee roles: two within the store and 18 at WHQ.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These metrics highlight that Track Stretch HQ is a great platform to create exposure and engagement for Firstline athletes to find their future path creating the potential future leaders of NIKE from within.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We also expanded and scaled the Track Stretch HQ framework to Asia Pacific and Latin America (APLA) and Greater China, creating a consistent and equitable experience for our Firstline retail athletes globally to stretch from retail to a corporate role.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Academy is a one year rotational program that is open to both past and present U.S. retail store managers and assistant store managers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Participants spend four months working at the manager level across three business functions, allowing for exposure across all of NIKE Direct.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"At the end of the Academy program experience, participants are placed in a full time, manager level role within NIKE Direct, North America.
","{'scope3': 'no', 'vague': 'not relevant to ESG'}",no,not relevant to ESG
"In FY22, The Academy launched its fourth cohort, with six total Head Coach participants from three different territories.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The participants had rotations in North America store concepts, consumer services and online to offline (O2O), and landed full time, manager level roles in Unite, Live, consumer services, NAX and O2O.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We also expanded the eligibility for the FY23 cohort of The Academy to include our Assistant Head Coach population.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"REP invests in the development of our Firstline athletes through a four month program within NIKE tech and digital disciplines that leverages their retail experiences.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"After completing the REP, individuals return to stores with an opportunity to apply what they have learned as they continue to build their career in retail or at WHQ.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In FY22, REP had three new cohorts of eight individuals totaling 24 participants.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Two participants achieved promotions to in store leadership and four participants were hired into roles at WHQ after the program.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The main objective of Track Stretch HQ is to provide exposure and experience of various career paths for our Firstline athletes across a breadth of functions at WHQ through a six month development experience stretch.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our Firstline athletes bring their strong marketplace, product and consumer knowledge into the corporate environment, and at the end of the stretch experience, participants return to their store and roles with an opportunity to apply what they have learned.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In FY22, we piloted Track Stretch Retail to serve those interested in growing their career within retail creating an experience for in store retail stretches with structured onboarding and a curated learning journey through the cohort model.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The initial program had 11 participants from 10 stores, of whom four participants were promoted to the retail leadership roles they were stretching into.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are planning to scale this program to all of North America in FY23 and allow the framework to inform in store stretch experiences across other geographies.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Unified Firstline was another net new program in FY22, designed to bridge the gap between physical and digital consumer service, enabling our part time athletes to expand their skills and capabilities developed in stores by also serving consumers digitally on our nike.com and NIKE app channels as NIKE experts on demand.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This program is exclusive to our part time population, in partnership with the Consumer Services team in North America.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The pilot cohort had 10 part time athletes participating, two of whom saw career growth moves to WHQ roles in Consumer Services.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In addition to employee experience programs, we have also updated our approach by providing greater visibility into Gateway roles, which are functional roles at WHQ that are a good match for the transferable interests of Firstline employees.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"While our NAX efforts are specifically for our Firstline retail teammates, Gateway roles are accessible to all employees (in retail, distribution centers and Air MI).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The NAX and Recruiting Programs team partnered with functions to identify roles and job families that would make good Gateway roles and then made these roles visible to Firstline employees on an ongoing basis.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Firstline employees can now view a curated list of open corporate roles that match their interests on the external NIKE careers site, so that they may easily find and apply for open roles and participate in the competitive process.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"NIKE’s total rewards are designed to sustain a culture in which everyone feels included, empowered and rewarded for the success we create as a team.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our competitive and equitable total rewards aim to meet the diverse needs of our global teammates and reinforce our values.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"A personalized and holistic rewards system is essential to attracting, inspiring and developing premier talent.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We link pay to company performance, demonstrated and expected individual performance, contributions and impact, and key talent needs for NIKE’s long term growth.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Company performance plays a significant role in our short term and long term incentives individual performance informs rewards like base pay increases and milestone bonuses, as well as promotions into roles with more scope and responsibility.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We believe that competitive and equitable rewards go hand in hand while recognizing that pay can be managed and assessed in a number of ways.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Each year, NIKE analyzes benchmark data from other leading global companies to inform salary investments and adjust pay rates and ranges.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"During FY21, we implemented a minimum hourly rate of 15 for retail store teammates in North America and in FY22 we increased our starting hourly rates for store employees across EMEA and Mexico.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We also increased hourly rates to 18 for distribution center employees in North America in FY22.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"At NIKE, we define pay equity as equal compensation for employees who undertake the same work at the same career level, location, experience and performance.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Globally, we assess this across gender, and in the U.S., we also assess this across racial and ethnic minorities.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Since signing the White House Equal Pay Pledge in 2016, we have developed an ongoing discipline of reviewing our pay practices annually to achieve and maintain pay equity for our approximately 80,000 teammates across all geographies, functions and business units.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Our FY22 data shows that NIKE has maintained 1:1 pay equity.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Since FY20, for every 1 earned by men, women globally earned 1, and for every 1 earned by white employees in the U.S., racial and ethnic minority employees earned 1.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"An investment was also made in merit increases to enable continued market competitiveness.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are reviewing and refreshing our internal pay infrastructure to strengthen market relevancy and competitive positioning in an ever changing external macro environment.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We have made additional investments in high performing talent, aligning to their performance and potential.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Transparency at NIKE is the sharing of relevant information to drive better decisions related to pay for employees, leaders and candidates.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We believe that by infusing transparency into our policies and practices, we build trust and accountability both of which are integral to our culture.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In FY22, we enhanced our commitment to educate employees on talent and pay practices creating expanded resources and hosting live training sessions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The goal of these global information sessions was to strengthen manager capability and confidence in having productive pay conversations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The live training sessions were well received, with managers reporting greater understanding and increased comfort levels educating their teams on how pay decisions are made.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Growing up in my small Northern California town, there wasn’t a girls’ soccer team for me to join.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Now we have the eyes of the world on Women’s Championship matches.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our games are breaking global records of attendance.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"That’s what progress looks like, and what it means to be acknowledged.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"When I was young, I could play on boys’ teams and I was able to find my feet, hone my craft, and discover my gift.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"That was before off the field comments made it clear that many thought girls shouldn’t com pete with boys, let alone beat them.
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"But I kept playing, and win ning, and fighting my way onto teams where I not only felt like I belonged, but began to understand that I had an critical role to play.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As I rose to play on the U.S. Women’s National Soccer Team, so did the public’s interest in women’s soccer what still needs to increase is equal pay for Women across the board.
","{'scope3': 'no', 'vague': 'not relevant to ESG'}",no,not relevant to ESG
"That’s why I use my skill as a player and my voice as an athlete to ask what true equity looks like, so that we are not leaving anyone behind.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"I use my skill as a player and my voice as an athlete to ask what true equity looks like, so that we are not leaving anyone behind.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Growing up in my small Northern California town, there wasn’t a girls’ soccer team for me to join.
","{'scope3': 'no', 'vague': 'not relevant'}",no,not relevant
"Now we have the eyes of the world on Women’s Championship matches.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our games are breaking global records of attendance.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"That’s what progress looks like, and what it means to be acknowledged.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"When I was young, I could play on boys’ teams and I was able to find my feet, hone my craft and discover my gift.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"That was before off the field comments made it clear that many thought girls shouldn’t compete with boys, let alone beat them.
","{'scope3': 'no', 'vague': 'not ESG related'}",no,not ESG related
"But I kept playing, and winning, and fighting my way onto teams where I not only felt like I belonged, but began to understand that I had an critical role to play.
","{'scope3': 'no', 'vague': 'not relevant to ESG'}",no,not relevant to ESG
