text,llm_responses,scope3,vague
"Disney Launchpad: Shorts Incubator serves as an entry point for emerging filmmakers, including writers and directors, from underrepresented backgrounds and with varied perspectives, with the goal of making an original short for Disney.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, Launchpad expanded from six directors to 12 writers and directors after receiving nearly 2,000 applications.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Season Two filmmakers come from a variety of backgrounds, including Black, Native American, Native Hawaiian, and LGBTQIA .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The program, which also expanded to include creative executives across the Company as mentors, is on track to release six short films in 2023.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney collaborates with many leading community organizations to guide content creators in developing authentic stories and accurate cultural portrayals.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These organizations include CAPE, GLAAD, IllumiNative, NALIP, National Hispanic Media Coalition, Pillars, RespectAbility, and the Geena Davis Institute on Gender in Media.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In addition, in fiscal 2022 Disney collaborated with Gold House to launch an industry wide media guide that provides resources to support creators in developing authentic and affirming representation of Asian Pacific Islander communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Diversity has to be on the page before it can ever show up on the screen.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"With the pairing of writers and directors for our new season, we can’t wait to share a new group of thought provoking and creatively inspiring shorts that reflect the world we live in.
","{'scope3': 'no', 'vague': 'not relevant to ESG'}",no,not relevant to ESG
"Disney wants every guest to be able to enjoy our experiences, and we work to adhere to accessibility best practices and standards.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our parks offer many accessible options, starting with online information and printed guidebooks to help guests fully experience the magic of the parks.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Each park shares accessibility information on their site specific website.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As examples of our efforts, at Walt Disney World Resort, accessibility services include wheelchair Electric Conveyance Vehicle access, captioning, assistive listening, sign language interpretation, audio description, and more.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"At Disneyland Paris, we adapt our offerings to accommodate a range of disabilities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We empower guests to access all attractions based on their autonomy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We have integrated audio description services across the resort, provide a console with 3D printed maps for visually impaired guests, introduced sign language interpretation at select shows, offer assistive listening devices, adapted changing areas, adapted hotel and shuttle services, and more.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We continue to ensure that accessibility priorities are taken into account for our guests and cast members.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"And at Hong Kong Disneyland, we teamed up with the Hong Kong Federation of Handicapped Youth to pilot a new accessibility training program for cast members.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"After completing the intensive training, cast members are appointed barrier free ambassadors.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Shanghai Disney Resort celebrated International Day of Persons with Disabilities (IDPD) with an inspirational surprise, its first wheelchair flash mob dance, where wheelchair dancers delighted guests with their moves.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Additionally, since 2021, Hong Kong Disneyland Resort has showcased a wheelchair dance performance with Hong Kong Wheelchair Dance Sport Association to create an inclusive cavalcade for IDPD.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Also, just in time to mark the 25th anniversary of the it’s a small world Holiday experience, the beloved Disneyland Resort attraction welcomed two new dolls in wheelchairs to better reflect the diversity of children across the globe.
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"From design to installation, Imagineers worked closely with Resort Enhancement, Animation, Wardrobe, and the ENABLED BERG that advocates for People with Disabilities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Wheelchair dancers gave a spirited performance in Shanghai Disney Resort’s first wheelchair flash mob dance in December 2021.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We offer a range of tools and accessibility features across our streaming services, and we are working on improving offerings.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Features vary by platform and may include tools such as audio descriptions, closed captioning, keyboard navigation, and interoperability with popular screen readers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are committed to ongoing efforts to increase the accessibility of our content for all consumers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In addition, ABC was recently honored by the American Council of the Blind with an award for Outstanding Achievement Audio Description Contribution for Live Events for their audio descriptions of live specials like the Oscars .
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"Disney is exploring ways to make moviegoing more accessible.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, we worked with KultureCity, a leading nonprofit focused on sensory accessibility and acceptance, to launch sensory inclusive movie screenings that cater to audiences with sensory needs such as autism.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Exceptional Minds, a nonprofit academy and post production studio for people on the autism spectrum, consulted on our strategy and attendee experience.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Together, we designed a moviegoing experience featuring trained staff, expedited check in, reduced seating capacity, dimmed lighting, lowered sound, and sensory bags with items like noise canceling headphones.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In June 2022, we piloted the experience at the El Capitan Theatre in Los Angeles, which has committed to hosting at least one screening respectful of audiences with sensory needs for each new major release moving forward.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Marvel Studios’ Eternals presented an important opportunity to include the Deaf and Hard of Hearing community in Disney’s ongoing work to make content more accessible.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Eternals’ diverse team of heroes features the first Deaf character in the Marvel Cinematic Universe, played by Deaf actress Lauren Ridloff.
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"We worked with exhibitors to provide on screen captions, held an open caption premiere with American Sign Language (ASL) interpreters, and hosted screenings for organizations supporting the Deaf and Hard of Hearing community.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Exhibitors, including AMC Theatres and Regal Cinemas, announced their commitment to on screen captioning for Eternals and new movie releases across multiple regions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We often adapt songs into ASL music videos so the Deaf and Hard of Hearing community can experience popular tracks from their favorite films and franchises.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This year, the Disney Music Group collaborated with Deaf West Theatre on an ASL version of We Don’t Talk About Bruno from Disney Animation’s Encanto for International Day of Sign Languages.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We Don’t Talk About Bruno and Surface Pressure were also released in British Sign Language (BSL).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, more than 140 million ( 60%) of our charitable giving was directed to programs that support Asian American and Pacific Islander, Black and African American, Hispanic and Latino, Native American and Indigenous, and multicultural communities, as well as women, veterans, People with Disabilities, and LGBTQIA individuals.4 Through impactful collabor ations and strategic community investments, we are helping to advance authentic representation in media and entertainment (e.g., the Pillars Muslim Artist Database) drive economic opportunity, access, and equity in the business communities in which we operate (e.g., Out Equal, RespectAbility) create inclusive and respectful entertainment experiences (e.g., sensory accessible movie screenings with Exceptional Minds) and empower future generations of storytellers and innovators (e.g., Ghetto Film School, Hispanic Scholarship Fund, Asian Pacific Islander American Scholars, American Indian College Fund).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In fiscal 2022, we launched the Disney Future Storytellers initiative, described in the spotlight on the next page.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney employees paint a mural that honors LGBTQIA history and culture in East Los Angeles with Rainbow Labs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, we launched Disney Future Storytellers, Disney’s commitment to empowering the next generation of storytellers and innovators.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"From charitable grants and programs that provide inspiration and hands on experience in arts and science, technology, engineering, and math (STEM) education for school age children, to scholarships, mentoring, and creative and technical skill building for teens and young adults, Disney is increasing access to careers in the media, entertainment, technology, and hospitality industries for youth, especially for individuals from historically underrepresented or underserved communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It all starts with inspiring today’s youth to dream about their future by sparking an interest in storytelling and technology.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"From there, we invest in programs that help them build the skills they need to turn their dreams into reality.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Finally, we help young adults become who they imagine they can be by removing barriers and expanding access to professional training and networks with early career opportunities and financial support.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We want all youth to have access to rewarding opportunities in our industries.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It is important to our future success to have a workforce that is representative and respectful of all communities so that we can create successful content and products reflecting our wide ranging audiences.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney Musicals in Schools, which builds sustainable arts programs in under resourced public schools, was rebooted in 22 markets following the pandemic.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Through the program, elementary school students and teachers join professional artists to produce their very own Disney KIDS musical on stage.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In Japan, Disney collaborated with Junior Achievement and sponsored our first ever program for middle school students in provincial areas.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Students created characters and stories, and local Disney producers served as mentors to guide the students.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In Korea, in alignment with the Disney launch in November 2021, we expanded programs that invest in young creators.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Programs support underprivileged children as well as teens that attend special purpose schools, such as animation high schools.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, Disney began working with ChickTech, an organization committed to bringing gender equity to technology.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are supporting ChickTech’s high school program, which includes a free, yearlong series of technology workshops, mentoring, and internship connections for eighth to 12th grade students.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our support includes grant funding for the program mentorship, networking, and event opportunities and the development of a technical workshop with Disney technologists.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, Disney joined the Propel Center, a first of its kind education hub for HBCUs, as the organization’s arts, media, entertainment, and hospitality lead sponsor.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We also created the Disney Storytellers Fund at Howard University and Florida A M University to generate opportunities for historically underrepresented students in media and entertainment.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Additionally, we continued our long standing work with United Negro College Fund (UNCF) and announced the 2022 Disney UNCF Corporate Scholars.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Scholars receive a 5,000 annual scholarship, a paid summer intern ship at Disney, mentorship opportunities, and assistance with securing possible full time roles with Disney upon graduation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In the UK, we strengthened local collaborations with education, community, and industry nonprofits.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Organizations included MAMA Youth Project, The London Screen Academy, Stage One, Artistry Youth Dance, and The Thea Barnes Legacy Fund, among others.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, Marvel entered the second year of a three year collaboration with The Prince’s Trust, which offers training and mentorship for young people in the field of product design, and released the Women of Marvel: Stronger Together collection, featuring clothing, bags, and more.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We made a 1 million contribution to Exceptional Minds in fiscal 2022 to help source, skill, scale, support, and sustain neurodiverse talent over the next three years.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our funds will be used for scholarships, academy faculty, career support services, and facilities and technology.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Many of the program’s graduates are offered full time employment at Disney, Marvel, and other studios.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney mentors are working with students in the Anaheim Union High School District through Anaheim’s Innovative Mentoring Experience.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As part of an ongoing workforce development initiative, Disneyland Resort has been a key supporter of the program since 2019, providing funding and mentorship, including a behind the scenes look at how business is conducted with a bit of Disney magic.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We believe that including diverse suppliers in our sourcing process provides a meaningful opportunity to seek innovative, high quality, and cost effective business solutions, while also supporting communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Last year, we set a goal to spend at least 1 billion annually with diverse suppliers by 2024.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Reaching this goal would place Disney among the top U.S. companies that are spending with diverse suppliers and would impact the communities where we do business by creating jobs and opportunities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Throughout fiscal 2022, the Supplier Diversity team worked closely with internal analytics groups to develop a dashboard that guides business unit leaders in their supplier diversity benchmarks.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Internal leaders can access the dashboard to review their teams’ progress toward our diverse spending goal.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This and other initiatives influenced the significant increase in diverse spending in fiscal 2022.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, we also expanded our diversity classifications to include U.S. military spouse owned businesses.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We validate diverse status through certification compliance using WBENC, NMSDC, Department of Veterans Affairs, NGLCC, and Disability:IN.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We collaborate with supplier diversity focused organizations at the national, regional, and local levels, as well as business development organizations, advocacy groups, and trade show organizers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, our Supplier Diversity and Disney Parks, Experiences and Products (DPEP) teams sponsored the Russell Innovation Center for Entrepreneurs (RICE) Supply Chain Accelerator pilot that helped Black entrepreneurs do business with industry leaders, large corporations, and government agencies.
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"The pilot included 35 growth stage companies 66% of which were women owned and began with a comprehensive gap assessment to understand needs and drive a detailed action plan.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Our Supplier Diversity team also began working with the Supplier Diversity Action Committee, an internal coalition of television marketing executives who advocate for agencies run by People of Color, women, LGBTQIA individuals, veterans, People with Disabilities, and others in the agency selection process.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"DGE led a committee that identified and created a database of more than 1,000 vendors to open doors to diverse businesses in the production and post production categories.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Diverse entrepreneurs participated in sessions on storytelling, customer service, and supplier diversity at Walt Disney World Resort as part of the Company’s support for the Russell Innovation Center for Entrepreneurs Supply Chain Accelerator.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"World of BelongingOur ApproachIntroductionWorld of HopeInvesting in Our PeopleOperating ResponsiblyData Reporting FrameworksTable of ContentsWorld in Balance U.S. Air Force Thunderbirds air demonstration team flies over Cinderella Castle at Magic Kingdom Park at Walt Disney World Resort in Lake Buena Vista, Florida, October 27, 2022, as a prelude to the beginning of National Veterans and Military Families Month in November.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We continue to expand our commitment to the individuals who have worn the uniform and have served the United States of America.
","{'scope3': 'no', 'vague': 'not ESG related'}",no,not ESG related
"Our efforts for U.S. veterans and their families extend beyond our Heroes Work Here program with our Heroes Supply Here endeavor.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Through this program, we support businesses that are owned by veterans, including service disabled veterans, as well as U.S. military spouses.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We’re committed to helping these communities earn the financial security they want, need, and deserve.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"By focusing our supplier efforts on work with veteran entrepreneurs and business owners, Disney has increased Company wide spending with U.S. veteran and veteran spouse owned businesses to approximately 6.4 million in 2022.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2022, Disney participated in panel discussions and business workshops in New Orleans that were hosted by minority business development groups, including Women’s Business Enterprise Council (WBEC) South and the U.S. Department of Commerce’s Minority Business Development Agency.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney also sponsored and provided executive support for WBEC’s National Black Business Pitch, an event dedicated to discovering, promoting, and investing in Black business talent.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Transparency and accountability are an important part of our efforts.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, we increased disclosure of meaningful metrics by releasing a new Pay Ratio Disclosure dashboard, and we continued to share data on representation of women and People of Color in our workforce and in front of and behind the camera.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Our 2022 Workforce Diversity Dashboard, 2022 Content Representation Dashboard, 2021 EEO 1 report, and our adjusted Pay Ratio Disclosure are available online, and we intend to continue publishing these reports annually.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our Senior Vice President and Chief Diversity Officer, Latondra Newton, leads the Company’s strategic DEI initiatives in partnership with businesses and leaders across the Company.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The CEO Diversity, Equity, and Inclusion Council is accountable for establishing and advancing DEI efforts and outcomes.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"And the Creative Inclusion Council unites leaders from our creative teams to identify and scale practices that foster inclusion and respect in the creative process and deliver authentic and meaningful stories to our audiences around the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"All U.S. based employees are covered by our Equal Employment Opportunity Policy, Prohibition of Harassment Policy, and our Speak Up Policy, which encourages employees who observe or suspect misconduct to speak up to provide the Company with the opportunity to address the issue.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Employees outside the U.S. are covered by policies reflecting these principles but tailored to their specific region.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We come together to help change the course of our planet’s story, creating a cleaner, safer, and healthier world for people and wildlife.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney is committed to taking meaningful and measurable action to support a healthier planet for future generations as we operate and grow our businesses.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are focused on putting possibility into practice and inspiring optimism for a brighter, cleaner, and healthier future a unified commitment we call Disney Planet Possible.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our commitment to environmental sustainability goes back to our founding nearly 100 years ago.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As Walt Disney himself said, Conservation isn’t just the business of a few people, it’s a matter that concerns all of us.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our environmental commitments, summarized in this report and detailed in our 2030 Environmental Goals White Paper, represent some of the ways we are focused on helping to build on that legacy for communities around the globe, generation after generation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In December 2020 and December 2022, we established a set of environmental goals that aim to reduce greenhouse gas (GHG) emissions help protect local watersheds minimize waste create products and packaging with environmentally preferable materials and design and construct our buildings and attractions sustainably.
","{'scope3': 'ambiguous', 'vague': 'generic'}",ambiguous,generic
"We are a member of several initiatives and organizations, which we engage with regularly to support actions consistent with the Paris Climate Agreement and other environmental, climate, and conservation ambitions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Association of Zoos and Aquariums Business Alliance to Scale Climate Solutions Business Roundtable Ceres Company Network Clean Energy Buyers Association Climate Solutions working group Conservation Measures Partnership Cruise Lines International Association International Union for Conservation of Nature Sustainable Apparel Coalition Sustainable Aviation Buyers Alliance Sustainable Production Alliance Textile Exchange The Chamber of Commerce Climate Task Force The World Resources Institute’s Corporate Consultative Group and Aqueduct Alliance.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"U.S. Green Building Council World Association of Zoos and Aquariums.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"World in BalanceOur ApproachIntroductionWorld of HopeInvesting in Our PeopleOperating ResponsiblyData Reporting FrameworksTable of ContentsWorld of Belonging In alignment with our net zero emissions goal set in 2020, as well as the Paris Climate Agreement, we announced in December 2022 that we are setting a science based target for all our emissions Scopes 1 and 2 in our direct operations, as well as Scope 3 in our broader value chain.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"We plan to submit this target to the Science Based Targets initiative (SBTi) for assessment.
","{'scope3': 'no', 'vague': 'neutral'}",no,neutral
"Like most companies setting aspirational Scope 3 targets, these are challenging goals, and success depends on several external factors, including actions by our suppliers to reduce their emissions, global economy wide transitions to cleaner fuels, availability of economically feasible solutions at scale, and consumer behavioral changes.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Industry collaboration is key to addressing some of these challenges.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"See previous page for some of the organizations we engage with regularly.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Scope 2 emissions (market based) include emission reductions attributed to utility green power purchases, power purchase agreements, and unbundled energy attribute certificates (EACs).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Our approach to carbon credits can be found in our Natural Climate Solutions White Paper.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We will have achieved our 2030 net zero emissions goal when net emissions as defined above equals 0.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We are working to reduce our emissions by identifying ways to improve efficiency, reduce energy use, and use alternative low carbon fuels.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Our film and television productions are working to reduce emissions by replacing the diesel generators traditionally used to power sets and instead tying into the grid while on location or using battery electric, hybrid (diesel plus battery), and green hydrogen fuel cell generators.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"For example, in 2022, battery electric generators, which were recharged by solar panels, provided power for several weeks while filming on a beach, and grid ties replaced diesel generators on backlots in London, Vancouver, and Los Angeles.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"We continue to make energy efficient upgrades at our theme parks and resorts.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For example, Shanghai Disney Resort installed a new water pump in the Pirates of the Caribbean attraction and added timing controls to outdoor fountains.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Together, we expect to see approximately 830,000 kilowatt hours in electricity savings annually.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"And Hong Kong Disneyland completed the installation of smart air conditioner occupancy sensors in guest rooms.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This energy saving feature is now in use in all three hotels.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Disney Wish set sail in fiscal 2022 and was designed to be among the most energy efficient cruise ships on the water.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The Disney Wish was primarily powered by liquified natural gas in fiscal 2022, which, when compared to traditional diesel or marine fuel, significantly reduces several emissions and pollutants.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"We also invest in high quality, verified, and rigorously vetted natural climate solutions that generate meaningful carbon reductions as well as positive social and economic impacts.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"These projects help us address emissions from our direct operations that we cannot avoid.
","{'scope3': ""yes, but it does not specify if it's only Scope 1 and 2 or if it includes Scope 3 as well, so some level of ambiguity exists."", 'vague': 'moderate'}","yes, but it does not specify if it's only Scope 1 and 2 or if it includes Scope 3 as well, so some level of ambiguity exists.",moderate
"For example, our investment with Proyecto Mirador provides fuel efficient, wood burning cookstoves to families in rural Honduras and Guatemala.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Disney is committed to purchasing or producing 100% zero carbon electricity for all direct operations globally by 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We continue to research, invest in, and develop renewable electricity projects across our global portfolio.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"As of fiscal 2022, we have commissioned or announced more than 200 megawatts of solar capacity.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In collaboration with the utility serving Walt Disney World Resort, two 75 megawatt solar facilities are expected to come online and are projected to bring the Resort’s renewable energy consumption up to nearly 40% of its annual total power use.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Disneyland Paris is continuing the construction of approximately 50 acres of solar canopies, which will provide shade and shelter to more than 11,000 parking spaces and are estimated to generate approximately 36 gigawatt hours of electricity once fully operational.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Hong Kong Disneyland has embarked on the next phase of one of the largest solar panel sites in Hong Kong, installed at 21 different attractions and buildings.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Select operations subscribe to high credibility green power programs that advance the decarbonization of Disney and our local communities.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"For example, Pixar is subscribed to 100% renewable electricity through East Bay Community Energy.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Mickey shaped solar facility (located near EPCOT), which provides power to Walt Disney World Resort, was built in collaboration with Reedy Creek Improvement District and Duke Energy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney recognizes that water is essential for ecosystems and vital for communities and our operations around the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Water is a shared resource, and we know that the Company’s operations have an impact on local watershed conditions as well as on the health of our oceans.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In keeping with the latest data and standards, our strategy reflects that water is a highly local issue, with individualized considerations in each geography.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"In 2022, we continued to implement site specific water conservation strategies at our theme parks and resorts.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"For example, we are using artificial turf and are implementing a sophisticated irrigation control system at Disneyland Resort as part of drought fighting efforts.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"And Disneyland Paris is in the process of retrofitting the showerheads in two hotels with new LED lit technology heads that allow guests to adjust their use to help conserve water.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The turbine powered LED lights change color based on the amount of water used, moving from blue to green, yellow, and eventually red when water use exceeds a certain volume.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In a pilot, the new showerheads reduced water use by an average of 22% per room.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We are identifying critical regional water issues and are continuing to collaborate with local stakeholders, such as industry and nonprofit organizations, to safeguard the overall health of watersheds as a multi use sustainable resource.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"For example, we support WWF Hong Kong’s project to foster innovative approaches, such as the use of water buffalo, to conserve wetlands in the Shui Hau watershed and increase water security for local people and wildlife.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We also support The Nature Conservancy’s work in central Florida, including efforts to address growing freshwater demands, enhance water quality, improve water supply, and reduce flood risks through green stormwater infrastructure.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Responsible selection and sourcing of seafood is important to our business, to the livelihoods of the fishing industry worldwide, and to the health of the planet for future generations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, our U.S. parks, resorts, and cruise line sourced nearly 100% sustainable seafood.10 Fisheries are periodically evaluated for sustainability, and ratings for specific species do sometimes fluctuate.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This affects our ability to source consistently to our ambitious 100% target.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Nonetheless, our commitment to our 100% sustainably sourced seafood goal remains, and we continue to collaborate with the Sustainable Fisheries Partnership in their work across the supply chain to improve fishing and aquaculture and advance sustainable seafood production.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The breakdown of sustainable seafood in fiscal 2022 was: 6% Best Choice, 73% Eco certified, 11% Good Alternative, 1% Avoid, 9% Fishery Improvement Projects (FIP), and 1% Unrated.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"World in BalanceOur ApproachIntroductionWorld of HopeInvesting in Our PeopleOperating ResponsiblyData Reporting FrameworksTable of ContentsWorld of Belonging The growing amount of waste produced today poses a threat to our environment and ecosystems, and to communities around the world.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Our long term waste management plan includes permanently reducing waste on our properties, including food waste reusing products and materials being deliberate about material sourcing maximizing recycling reducing single use and other plastics and focusing on education efforts with our guests and employees.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
